Name,Number of Records,Devices,Tests,Avg. Avg U Kbps,Avg. Avg D Kbps,Avg Lat Ms,Avg. Pop2005,Rank Upload,Rank Download,Rank Latency
French Guiana,221,549,"1,582","54,135","71,174",58,"192,099",33,56,43
French Polynesia,579,"2,878","9,700","3,783","13,407",41,"255,632",218,180,74
Gabon,492,"2,714","5,996","3,119","12,370",29,"1,290,693",224,188,118
Gambia,213,587,"2,954","4,231","8,102",41,"1,617,029",215,216,74
Georgia,"5,070","18,350","43,155","19,798","19,822",19,"4,473,409",91,152,163
Germany,"246,665","841,744","2,651,383","24,674","81,720",20,"82,652,369",67,49,159
Ghana,"1,747","4,543","13,811","22,505","31,299",36,"2,253,501",75,109,92
Gibraltar,31,956,"2,721","75,190","98,453",10,291,22,35,221
Greece,"32,705","241,052","729,823","4,405","20,219",39,"11,099,737",213,148,83
Greenland,278,"1,363","3,769","11,490","28,041",53,"57,475",140,121,49
Grenada,276,825,"2,645","12,047","50,881",12,"105,237",137,78,209
Guadeloupe,"1,013","2,616","8,234","40,164","59,753",58,"438,403",48,66,43
Guam,503,"3,626","10,335","7,295","46,727",16,"16,857",172,82,183
Guatemala,"7,944","83,958","348,591","5,681","14,054",30,"12,709,564",198,177,113
Guernsey,349,"2,657","8,147","8,364","28,529",31,0,160,119,106
Guinea,53,95,494,"10,816","14,807",42,"9,002,656",144,173,71
Guinea-Bissau,34,56,131,"4,946","6,249",111,"1,596,929",206,227,23
Guyana,952,"5,468","25,207","10,274","29,338",41,"739,472",147,116,74
Haiti,667,"1,720","6,878","8,363","12,500",28,"9,296,291",161,186,125
Holy See (Vatican City),6,424,"1,380","50,227","119,858",12,783,36,20,209
Honduras,"5,586","47,927","178,199","8,825","16,015",27,"683,411",157,166,130
Hong Kong,"1,470","110,691","430,551","139,978","181,236",13,"7,057,418",5,3,202
Hungary,"31,808","136,675","382,421","55,217","110,711",18,"10,086,387",32,27,171
Iceland,"2,285","8,108","15,871","131,781","148,364",11,"295,732",7,11,215
India,"247,014","3,019,254","13,068,716","40,956","41,142",21,"1,134,403,141",47,92,150
Indonesia,"160,682","1,346,614","6,217,066","6,692","14,617",24,"226,063,044",181,175,134
Iran (Islamic Republic of),"22,052","110,264","336,434","4,837","12,958",47,"69,420,607",209,185,58
Iraq,"16,566","71,642","218,765","17,776","20,063",28,"27,995,984",99,150,125
Ireland,"53,774","162,410","587,041","23,705","83,725",23,"4,143,294",71,46,139
Isle of Man,653,"3,792","12,367","13,962","57,964",28,"78,357",122,68,125
Israel,"8,567","129,559","435,810","21,023","104,191",16,"6,692,037",84,31,183
Italy,"231,105","1,298,540","4,346,870","16,797","45,372",32,"5,864,636",105,83,104
Jamaica,"5,613","21,300","78,480","13,113","26,976",32,"2,682,469",127,124,104
Japan,"86,295","312,885","1,195,292","111,798","125,618",22,"127,896,740",9,16,146
Jersey,527,"3,478","11,059","147,236","157,457",4,0,3,7,235
Jordan,"6,390","120,640","401,468","29,463","37,494",29,"5,544,066",61,95,118
Kazakhstan,"18,077","79,309","221,682","21,481","24,380",31,"15,210,609",81,132,106
Kenya,"4,330","20,015","100,146","13,269","13,957",34,"35,598,952",124,178,96
Kiribati,3,3,28,"2,835","6,543",727,"92,003",226,225,2
"Korea, Democratic People's Republic of",22,30,89,"50,538","123,012",55,"23,615,611",35,18,48
"Korea, Republic of","16,901","56,779","183,957","145,556","153,542",9,"47,869,837",4,9,224
Kuwait,"1,698","15,506","46,945","30,561","94,923",16,"2,700",59,38,183
Kyrgyzstan,"2,303","6,466","15,607","32,714","32,542",21,"5,203,547",58,105,150
Lao People's Democratic Republic,"3,890","15,468","45,895","28,054","32,081",16,"566,391",62,106,183
Latvia,"8,400","26,474","86,098","42,604","54,711",23,"2,301,793",44,73,139
Lebanon,"7,735","44,611","144,699","7,239","10,481",35,"401,074",173,202,94
Lesotho,99,168,591,"14,657","18,595",24,"1,980,831",118,155,134
Liberia,76,270,"2,115","12,901","15,676",45,"3,441,796",128,170,63
Libyan Arab Jamahiriya,"6,180","15,090","46,946","8,980","15,155",48,"5,918,217",156,172,54
Liechtenstein,230,"1,064","2,966","83,246","118,167",9,"34,598",20,22,224
Lithuania,"10,507","30,222","88,540","58,611","71,629",19,"3,425,077",28,55,163
Luxembourg,"2,649","13,686","39,530","82,911","129,019",11,"456,613",21,15,215
Macau,35,"13,141","55,024","130,981","157,425",5,"47,309",8,8,234
Madagascar,436,919,"2,855","30,112","30,273",20,"18,642,586",60,113,159
Malawi,261,489,"1,359","6,544","9,986",37,"13,226,091",184,207,88
Malaysia,"33,927","581,338","2,502,318","34,564","72,129",24,"25,652,985",55,54,134
Maldives,47,"2,425","7,764","12,282","14,702",11,"295,297",134,174,215
Mali,514,"1,912","7,007","4,770","17,109",42,"1,161,109",210,160,71
Malta,797,"12,239","33,590","17,128","96,236",12,"402,617",102,37,209
Marshall Islands,2,2,2,"6,843","7,190",139,"5,672",179,223,20
Martinique,743,"1,702","5,748","22,607","38,748",34,"395,896",74,94,96
Mauritania,246,"1,015","3,146","3,341","8,590",94,"2,963,105",222,212,26
Mauritius,"1,900","14,172","49,243","12,400","30,030",7,"1,241,173",132,114,230
Mayotte,69,112,310,"2,834","16,016",293,0,227,165,9
Mexico,"143,320","1,982,292","7,326,146","10,888","25,083",47,"104,266,392",143,131,58
"Micronesia, Federated States of",105,297,"1,222","5,902","12,108",101,"110,058",195,191,24
Monaco,37,"1,277","4,010","65,963","90,272",44,325,24,39,65
Mongolia,949,"3,228","6,894","23,718","35,212",18,"2,580,704",70,99,171
Montenegro,"2,117","15,209","36,584","6,861","44,863",17,"607,969",178,85,179
Montserrat,43,182,771,"5,608","20,260",22,"5,628",202,147,146
Morocco,"15,130","166,215","603,728","12,073","21,291",45,"30,494,991",136,144,63
Mozambique,958,"2,752","9,830","6,062","6,887",44,"20,532,675",192,224,65
Namibia,"1,696","6,088","20,601","6,994","11,126",62,"2,019,677",177,197,39
Nauru,2,2,3,"1,935","3,256",183,"10,111",232,233,16
Nepal,"14,391","65,985","240,112","22,051","23,588",15,"27,093,656",78,135,191
Netherlands,"58,825","376,684","1,300,948","63,774","112,694",13,"1,632,769",25,26,202
Netherlands Antilles,594,"6,142","21,663","11,422","47,468",19,"186,392",141,81,163
New Caledonia,365,"1,240","4,224","22,351","44,489",17,"234,185",76,86,179
New Zealand,"20,867","78,393","284,149","50,133","87,017",29,"4,097,112",37,45,118
Nicaragua,"2,311","28,618","108,307","8,128","20,203",23,"5,462,539",164,149,139
Niger,114,204,746,"6,628","9,242",87,"1,326,419",182,210,28
Nigeria,"2,541","7,132","30,336","7,695","10,655",76,"141,356,083",169,201,31
Niue,1,1,4,239,846,660,"1,632",236,236,5
Norfolk Island,33,47,109,"2,814","24,135",672,0,228,134,4
Northern Mariana Islands,120,450,"1,115","26,324","62,925",14,"80,258",66,64,197
Norway,"51,893","158,087","446,219","102,464","119,157",15,"4,638,836",14,21,191
Oman,"12,190","91,266","319,251","18,999","51,490",33,"2,507,042",94,77,100
Pakistan,"39,485","425,757","1,690,411","5,938","7,826",40,"158,080,591",194,220,79
Palau,39,89,239,"7,339","15,209",38,"20,127",171,171,86
Palestine,"1,194","18,264","58,613","13,302","65,826",18,"3,762,005",123,60,171
Panama,"5,430","72,927","266,870","13,235","89,955",21,"3,231,502",125,41,150
Papua New Guinea,122,223,970,"5,665","15,729",250,"6,069,715",201,169,11
Paraguay,"7,523","53,640","178,471","14,721","34,849",21,"5,904,342",116,100,150
Peru,"13,449","142,459","634,491","18,832","29,521",30,"27,274,266",96,115,113
Philippines,"94,559","1,578,491","8,176,935","34,414","35,536",40,"84,566,163",56,98,79
Poland,"91,615","249,217","764,979","37,519","88,470",22,"38,195,558",52,43,146
Portugal,"45,786","199,208","603,108","47,032","96,391",23,"10,528,226",38,36,139
Puerto Rico,"11,392","96,014","381,199","15,887","69,802",41,"3,946,779",109,57,74
Qatar,"2,074","35,816","109,973","57,759","103,346",7,"796,186",30,33,230
Republic of Moldova,"5,173","15,694","42,243","55,656","59,535",15,"3,876,661",31,67,191
Reunion,"1,001","2,327","6,883","137,219","162,023",9,"785,159",6,5,224
Romania,"37,278","134,289","386,897","90,264","110,158",13,"21,627,557",17,28,202
Russia,"257,382","1,374,445","3,878,158","57,899","57,658",15,"143,953,092",29,69,191
Rwanda,389,"1,195","3,401","8,051","16,447",33,"9,233,793",167,162,100
Saint Barthelemy,140,"2,330","9,512","15,202","26,086",37,0,110,126,88
Saint Kitts and Nevis,218,931,"4,055","9,480","26,733",19,"49,138",151,125,163
Saint Lucia,389,"1,397","3,707","14,949","45,198",59,"16,124",113,84,41
Saint Martin,77,349,"1,080","45,318","64,939",63,0,40,61,36
Saint Pierre and Miquelon,57,195,769,"12,654","62,757",18,"6,346",130,65,171
Saint Vincent and the Grenadines,206,629,"2,015","9,735","48,623",18,"119,137",150,79,171
Samoa,7,11,18,"20,773","19,542",13,"183,845",86,153,202
San Marino,169,981,"2,373","18,878","74,742",18,"30,214",95,51,171
Sao Tome and Principe,52,129,412,"6,528","17,486",18,"152,622",185,159,171
Saudi Arabia,"40,815","549,014","1,779,702","24,321","67,628",40,"2,361,236",68,59,79
Senegal,873,"3,869","11,947","6,153","21,348",57,"1,177,034",189,142,45
Serbia,"21,102","100,333","296,859","12,209","36,985",17,"9,863,026",135,96,179
Seychelles,193,916,"2,023","23,556","25,206",14,"85,532",72,130,197
Sierra Leone,139,368,"1,473","5,156","10,136",36,"5,586,403",204,206,92
Singapore,"1,061","100,467","455,167","182,108","203,387",7,"4,327,468",1,1,230
Slovakia,"18,592","61,689","185,407","21,185","52,940",21,"5,386,995",83,75,150
Slovenia,"10,047","28,315","77,632","27,300","63,332",16,"1,999,425",64,62,183
Solomon Islands,33,58,190,"4,401","13,174",226,"472,419",214,183,13
Somalia,412,"1,064","3,472","7,890","7,887",62,"8,196,395",168,219,39
South Africa,"41,211","302,025","1,449,290","16,943","24,152",35,"47,938,663",103,133,94
Spain,"72,380","370,149","1,211,624","98,364","116,793",33,"43,397,491",15,23,100
Sri Lanka,"24,817","67,543","278,601","6,384","17,647",31,"19,120,763",187,157,106
Sudan,608,"1,450","5,331","3,656","5,852",94,"36,899,747",220,228,26
Suriname,928,"3,865","12,215","3,331","11,027",28,"452,468",223,198,125
Svalbard,29,45,85,"109,502","103,392",46,0,12,32,61
Swaziland,303,540,"2,211","7,068","8,079",97,"1,124,529",174,218,25
Sweden,"36,368","71,777","233,872","92,603","114,322",15,"9,038,049",16,24,191
Switzerland,"26,369","123,359","344,300","70,768","137,848",13,"7,424,389",23,13,202
Syrian Arab Republic,"11,135","60,699","242,721","8,987","8,085",43,"18,893,881",155,217,68
Taiwan,"22,797","469,837","2,051,042","38,510","87,293",10,0,51,44,221
Tajikistan,469,"1,168","2,908","22,049","21,346",29,"6,550,213",79,143,118
Thailand,"122,513","721,904","2,736,947","150,263","173,818",8,"63,002,911",2,4,228
The former Yugoslav Republic of Macedonia,"4,464","26,901","78,675","11,673","22,986",25,"2,033,655",139,138,133
Timor-Leste,32,72,201,"13,134","11,269",31,"1,067,285",126,195,106
Togo,"1,225","10,146","47,785","3,410","15,842",39,"6,238,572",221,168,83
Tonga,13,14,53,"24,016","25,686",63,"99,361",69,128,36
Trinidad and Tobago,"3,159","23,056","72,834","44,866","74,548",12,"1,323,722",42,52,209
Tunisia,"6,907","43,639","171,590","2,483","8,427",47,"10,104,685",230,214,58
Turkey,"60,308","452,987","1,293,132","6,082","22,691",30,"72,969,723",191,139,113
Turkmenistan,"1,779","4,170","14,305","3,049","2,990",77,"4,833,266",225,235,30
Turks and Caicos Islands,90,303,720,"11,893","30,695",59,"24,459",138,112,41
Uganda,805,"2,677","13,415","8,665","9,970",48,"28,947,181",159,208,54
Ukraine,"97,538","416,625","1,188,319","44,893","43,933",13,"46,917,544",41,88,202
United Arab Emirates,"11,130","263,993","792,583","103,792","181,291",9,"4,104,291",13,2,224
United Kingdom,"275,671","1,937,296","7,157,439","20,900","67,717",27,"60,244,834",85,58,130
United Republic of Tanzania,589,"1,452","4,619","9,444","13,043",49,"38,477,873",152,184,53
United States,"1,614,185","6,334,456","19,381,892","42,929","150,592",37,"299,846,449",43,10,88
United States Minor Outlying Islands,1,1,1,"5,330","81,542",169,0,203,50,18
United States Virgin Islands,588,"2,600","9,164","9,040","34,570",38,"111,408",153,101,86
Uruguay,"3,290","11,739","37,194","10,894","39,054",29,"3,325,727",142,93,118
Uzbekistan,"8,919","27,100","86,739","27,909","27,469",30,"26,593,123",63,122,113
Vanuatu,69,182,777,"5,670","10,467",149,"215,366",200,203,19
Venezuela,"12,142","106,548","600,368","8,159","11,248",80,"26,725,573",163,196,29
Viet Nam,"122,779","611,363","2,543,100","50,622","52,626",8,"85,028,643",34,76,228
Wallis and Futuna Islands,6,6,9,"12,797","6,275",311,"15,079",129,226,8
Western Sahara,179,"1,229","4,530","14,229","21,746",51,"440,428",120,141,51
Yemen,"1,625","4,423","16,902","1,492","3,852",131,"21,095,679",235,232,22
Zambia,434,677,"2,122","8,082","8,329",74,"11,478,317",166,215,32
Zimbabwe,"1,255","2,396","8,605","9,742","11,639",66,"13,119,679",149,192,34
