Name,Number of Records,Devices,Tests,Avg. Avg U Kbps,Avg. Avg D Kbps,Avg Lat Ms,Avg. Pop2005,Rank Upload,Rank Download,Rank Latency
Chile,"21,795","288,790","1,096,288","73,897","111,796",43,"16,295,102",21,24,72
China,"503,118","1,643,108","5,874,714","43,993","144,762",15,"1,312,978,855",39,10,191
Christmas Island,14,52,168,"3,715","11,566",356,0,215,193,7
Cocos (Keeling) Islands,2,5,5,"5,486","14,850",690,0,190,169,4
Colombia,"32,403","498,054","2,059,477","10,366","20,060",60,"4,494,579",137,146,41
Comoros,5,5,7,"18,217","16,029",217,"797,902",91,160,13
Congo,233,849,"2,479","7,774","17,845",26,"3,609,851",166,154,133
Cook Islands,26,34,77,"3,693","10,165",20,"13,984",216,209,162
Costa Rica,"10,696","135,665","528,295","7,921","28,365",25,"4,327,228",163,109,139
Cote d'Ivoire,589,"1,785","6,074","6,881","24,958",54,"18,584,701",175,124,44
Croatia,"17,386","72,631","238,720","13,804","28,074",26,"455,149",117,110,133
Cuba,517,952,"3,240","2,287","3,729",180,"11,259,905",227,232,15
Cyprus,"5,082","40,984","125,883","10,155","27,781",22,"836,321",142,111,153
Czech Republic,"32,585","85,495","308,981","20,403","43,527",18,"10,191,762",78,86,175
Democratic Republic of the Congo,197,291,"1,258","4,625","10,299",313,"58,740,547",205,206,8
Denmark,"39,208","140,238","495,403","109,121","141,488",11,"5,416,945",10,12,219
Djibouti,65,277,935,"10,320","10,523",54,"804,206",140,200,44
Dominica,156,392,"1,116","21,144","35,615",9,"67,827",76,94,225
Dominican Republic,"10,653","117,922","460,567","5,474","13,126",34,"9,469,601",191,180,100
Ecuador,"26,174","228,287","880,960","17,202","18,731",26,"13,060,993",95,151,133
Egypt,"32,384","352,948","1,491,852","4,649","15,695",41,"72,849,793",203,162,80
El Salvador,"4,178","51,784","199,735","3,946","13,457",33,"6,668,356",213,176,105
Equatorial Guinea,113,231,"1,129","3,482","5,751",129,"484,098",220,228,23
Estonia,"5,865","15,943","43,716","39,707","54,510",16,"1,344,312",45,66,185
Ethiopia,"1,213","3,905","13,333","4,613","5,198",66,"78,985,857",206,229,38
Faroe Islands,410,"1,094","2,447","19,687","46,818",15,"48,205",87,79,191
Fiji,416,"1,106","4,520","6,105","13,191",43,"828,046",184,179,72
Finland,"36,893","91,484","279,682","38,214","84,088",20,"5,246,004",46,41,162
France,"157,702","401,989","1,300,033","89,324","117,053",30,"60,990,544",16,22,113
French Guiana,181,378,"1,027","59,125","79,225",47,"192,099",27,48,55
French Polynesia,554,"2,386","7,678","2,983","12,432",46,"255,632",223,184,58
Gabon,472,"2,294","6,848","3,544","14,974",24,"1,290,693",219,167,144
Gambia,208,586,"4,313","5,063","8,296",44,"1,617,029",195,216,68
Georgia,"4,760","16,351","43,661","20,031","20,166",18,"4,473,409",82,145,175
Germany,"245,241","842,076","3,021,284","23,659","80,576",19,"82,652,369",68,47,169
Ghana,"1,647","4,304","13,520","22,732","32,669",35,"2,253,501",71,96,97
Gibraltar,33,771,"2,367","72,224","107,051",12,291,23,27,211
Greece,"30,997","230,443","873,380","4,417","21,300",41,"11,099,737",208,139,80
Greenland,259,"1,402","4,039","11,043","26,006",29,"57,475",132,119,117
Grenada,259,615,"1,850","11,627","50,538",14,"105,237",128,71,198
Guadeloupe,830,"1,986","6,892","43,232","64,965",51,"438,403",40,59,50
Guam,515,"3,404","9,890","6,353","44,690",19,"16,857",179,82,169
Guatemala,"7,713","83,724","337,578","4,937","13,308",34,"12,709,564",199,178,100
Guernsey,345,"2,499","7,833","5,439","26,443",32,0,192,117,109
Guinea,49,91,386,"8,972","8,362",54,"9,002,656",152,214,44
Guinea-Bissau,35,58,156,"5,860","4,237",76,"1,596,929",186,231,32
Guyana,823,"4,251","20,006","8,364","24,034",46,"739,472",157,129,58
Haiti,654,"1,585","6,098","7,766","11,258",27,"9,296,291",167,196,126
Holy See (Vatican City),6,399,"1,315","53,500","134,484",10,783,33,15,222
Honduras,"5,305","48,699","189,100","8,037","15,095",28,"683,411",161,166,121
Hong Kong,"1,468","99,744","393,945","138,866","172,458",12,"7,057,418",6,2,211
Hungary,"31,340","128,825","403,134","51,278","105,422",18,"10,086,387",35,28,175
Iceland,"1,975","6,313","14,498","138,994","156,343",7,"295,732",5,8,233
India,"230,683","2,855,559","13,904,368","37,617","38,112",23,"1,134,403,141",47,92,147
Indonesia,"149,229","1,186,542","4,806,488","6,238","14,566",22,"226,063,044",181,171,153
Iran (Islamic Republic of),"21,403","100,782","316,175","4,691","12,430",48,"69,420,607",202,185,52
Iraq,"16,784","73,586","239,099","17,667","19,373",27,"27,995,984",92,147,126
Ireland,"53,731","155,776","641,680","22,757","78,611",31,"4,143,294",70,49,111
Isle of Man,561,"3,220","12,160","13,000","54,112",28,"78,357",122,67,121
Israel,"8,742","136,347","471,521","19,279","96,534",17,"6,692,037",88,38,181
Italy,"224,858","1,281,783","4,895,784","15,985","44,956",31,"5,864,636",102,80,111
Jamaica,"5,383","21,788","81,122","11,646","27,338",34,"2,682,469",127,113,100
Japan,"86,397","315,319","1,295,308","101,752","120,567",23,"127,896,740",11,18,147
Jersey,526,"3,391","11,532","161,394","167,401",4,0,2,4,236
Jordan,"7,398","136,243","509,710","25,137","30,919",29,"5,544,066",66,100,117
Kazakhstan,"17,973","78,902","228,195","20,335","23,508",33,"15,210,609",80,131,105
Kenya,"4,085","18,388","90,378","13,375","15,263",36,"35,598,952",119,165,92
Kiribati,1,1,2,"1,342","19,281",718,"92,003",234,148,3
"Korea, Democratic People's Republic of",16,26,106,"34,294","98,880",110,"23,615,611",52,35,25
"Korea, Republic of","16,599","56,198","184,719","146,609","156,528",9,"47,869,837",4,7,225
Kuwait,"1,992","20,330","64,096","27,231","100,443",19,"2,700",63,31,169
Kyrgyzstan,"2,171","5,560","15,712","29,004","30,254",21,"5,203,547",56,103,159
Lao People's Democratic Republic,"3,756","14,418","41,141","25,981","30,174",16,"566,391",65,104,185
Latvia,"8,316","25,268","88,436","41,670","52,848",23,"2,301,793",43,68,147
Lebanon,"7,948","49,868","186,750","6,704","10,324",33,"401,074",178,205,105
Lesotho,91,140,446,"13,447","14,689",25,"1,980,831",118,170,139
Liberia,84,278,"1,993","10,037","12,335",52,"3,441,796",144,187,48
Libyan Arab Jamahiriya,"5,846","13,469","38,006","9,585","15,730",53,"5,918,217",146,161,47
Liechtenstein,227,"1,096","3,500","73,142","107,427",10,"34,598",22,26,222
Lithuania,"10,119","27,508","88,036","58,524","70,881",18,"3,425,077",29,53,175
Luxembourg,"2,656","14,361","44,627","78,749","123,789",12,"456,613",20,17,211
Macau,35,"12,328","48,547","119,017","139,606",6,"47,309",9,13,234
Madagascar,362,758,"2,656","28,869","30,290",22,"18,642,586",57,102,153
Malawi,210,403,"1,044","4,218","5,944",45,"13,226,091",209,226,63
Malaysia,"31,444","535,183","2,134,592","33,444","68,334",26,"25,652,985",54,56,133
Maldives,37,"2,045","6,974","10,357","14,505",10,"295,297",138,172,222
Mali,487,"1,579","5,108","4,991","17,005",45,"1,161,109",198,158,63
Malta,806,"11,797","39,647","17,163","100,069",14,"402,617",97,32,198
Marshall Islands,3,4,11,"2,017","3,680",142,"5,672",229,233,20
Martinique,556,"1,122","3,470","27,574","44,812",33,"395,896",61,81,105
Mauritania,214,871,"2,897","1,748","7,183",98,"2,963,105",230,220,29
Mauritius,"1,783","11,746","39,852","9,841","25,000",8,"1,241,173",145,123,228
Mayotte,54,75,270,"3,320","20,265",306,0,221,144,9
Mexico,"138,224","1,906,171","7,002,844","10,352","24,002",47,"104,266,392",139,130,55
"Micronesia, Federated States of",112,305,"1,480","4,002","11,548",149,"110,058",212,194,19
Monaco,37,"1,140","3,889","78,837","102,264",43,325,19,30,72
Mongolia,"1,009","3,347","8,237","21,336","30,062",22,"2,580,704",74,105,153
Montenegro,"1,911","9,743","27,424","7,165","47,493",16,"607,969",170,78,185
Montserrat,41,135,671,"4,066","15,624",27,"5,628",211,163,126
Morocco,"14,640","158,723","642,736","11,599","20,927",43,"30,494,991",129,140,72
Mozambique,911,"2,519","8,870","6,041","7,361",37,"20,532,675",185,219,89
Namibia,"1,512","5,166","16,385","7,569","11,317",70,"2,019,677",169,195,37
Nauru,4,10,17,"17,182","18,942",140,"10,111",96,149,21
Nepal,"14,022","58,231","241,291","19,861","21,789",20,"27,093,656",84,136,162
Netherlands,"60,501","418,774","1,669,466","61,241","112,184",13,"1,632,769",25,23,205
Netherlands Antilles,599,"5,337","23,299","10,265","49,128",18,"186,392",141,75,175
New Caledonia,360,"1,118","3,339","20,637","40,401",16,"234,185",77,89,185
New Zealand,"19,799","73,941","230,418","48,580","80,715",25,"4,097,112",37,46,139
Nicaragua,"2,180","24,786","88,944","8,037","18,372",23,"5,462,539",161,153,147
Niger,91,135,417,"8,747","12,615",152,"1,326,419",154,183,17
Nigeria,"2,283","6,563","28,054","7,604","10,403",65,"141,356,083",168,203,39
Niue,3,3,8,"2,841","23,098",643,"1,632",224,132,6
Norfolk Island,16,35,82,"3,257","24,629",647,0,222,126,5
Northern Mariana Islands,165,724,"2,098","13,358","41,875",14,"80,258",120,87,198
Norway,"49,751","148,364","454,945","101,715","119,135",16,"4,638,836",12,20,185
Oman,"11,812","87,297","331,855","15,681","39,439",37,"2,507,042",103,90,89
Pakistan,"36,430","369,624","1,537,199","5,369","7,414",44,"158,080,591",193,218,68
Palau,38,78,174,"6,217","13,422",44,"20,127",182,177,68
Palestine,"1,199","17,758","57,430","11,371","59,692",20,"3,762,005",130,63,162
Panama,"5,260","70,433","259,757","15,428","88,407",23,"3,231,502",105,39,147
Papua New Guinea,105,184,661,"3,748","11,869",240,"6,069,715",214,191,11
Paraguay,"7,340","53,233","187,708","12,268","30,565",24,"5,904,342",124,101,144
Peru,"13,548","144,601","704,280","16,554","27,151",34,"27,274,266",100,114,100
Philippines,"87,825","1,556,215","8,353,886","28,512","29,048",44,"84,566,163",58,107,68
Poland,"90,316","235,219","814,396","34,183","81,825",22,"38,195,558",53,44,153
Portugal,"41,897","181,914","612,062","51,049","99,456",19,"10,528,226",36,33,169
Puerto Rico,"11,417","97,707","410,960","13,870","68,667",42,"3,946,779",116,54,78
Qatar,"2,084","38,996","127,975","55,495","98,976",8,"796,186",31,34,228
Republic of Moldova,"4,924","14,893","42,872","54,693","58,532",13,"3,876,661",32,64,205
Reunion,856,"1,755","5,716","135,015","157,230",12,"785,159",7,5,211
Romania,"34,567","123,804","393,528","87,589","109,562",12,"21,627,557",17,25,211
Russia,"248,615","1,282,404","3,668,095","56,308","55,894",15,"143,953,092",30,65,191
Rwanda,326,644,"1,715","8,158","14,305",26,"9,233,793",159,174,133
Saint Barthelemy,136,"2,408","9,300","14,974","25,499",35,0,108,120,97
Saint Kitts and Nevis,222,844,"4,262","9,263","25,029",19,"49,138",149,122,169
Saint Lucia,363,"1,235","3,833","14,768","43,983",73,"16,124",112,84,34
Saint Martin,70,329,945,"52,074","67,671",72,0,34,57,35
Saint Pierre and Miquelon,52,163,477,"10,892","60,344",14,"6,346",133,62,198
Saint Vincent and the Grenadines,165,450,"1,240","8,683","43,695",48,"119,137",156,85,52
Samoa,11,16,37,"12,671","14,429",15,"183,845",123,173,191
San Marino,175,866,"2,383","15,193","76,898",22,"30,214",107,50,153
Sao Tome and Principe,55,114,469,"7,040","18,887",17,"152,622",172,150,181
Saudi Arabia,"42,144","555,535","1,811,678","23,327","65,937",42,"2,361,236",69,58,78
Senegal,806,"2,821","9,329","6,935","26,065",71,"1,177,034",174,118,36
Serbia,"20,766","98,085","322,272","11,829","36,018",17,"9,863,026",125,93,181
Seychelles,188,693,"1,768","26,855","29,407",28,"85,532",64,106,121
Sierra Leone,120,308,"1,611","5,015","11,110",40,"5,586,403",197,198,84
Singapore,"1,063","98,343","452,796","178,733","202,350",8,"4,327,468",1,1,228
Slovakia,"18,019","58,490","197,983","20,347","50,702",20,"5,386,995",79,70,162
Slovenia,"9,734","26,652","85,064","27,606","64,169",15,"1,999,425",60,61,191
Solomon Islands,26,42,136,"4,147","9,068",231,"472,419",210,212,12
Somalia,268,653,"2,072","6,863","7,162",76,"8,196,395",176,221,32
South Africa,"41,277","292,525","1,361,337","14,815","21,349",36,"47,938,663",111,138,92
Spain,"66,135","308,562","1,139,026","99,347","119,308",30,"43,397,491",13,19,113
Sri Lanka,"22,057","57,470","239,837","5,584","17,614",36,"19,120,763",188,156,92
Sudan,533,"1,213","4,395","3,665","5,863",101,"36,899,747",217,227,28
Suriname,848,"3,282","11,520","2,741","10,235",37,"452,468",225,207,89
Svalbard,24,46,64,"79,315","84,542",25,0,18,40,139
Swaziland,295,492,"2,265","8,136","10,367",92,"1,124,529",160,204,30
Sweden,"32,221","62,207","225,216","93,267","117,625",14,"9,038,049",14,21,198
Switzerland,"26,267","119,659","384,761","70,094","136,087",12,"7,424,389",24,14,211
Syrian Arab Republic,"11,104","60,749","246,303","9,329","8,068",43,"18,893,881",148,217,72
Taiwan,"21,426","408,609","1,769,064","36,726","82,300",11,0,49,43,219
Tajikistan,498,"1,038","3,121","19,814","20,368",34,"6,550,213",85,143,100
Thailand,"123,025","712,485","2,541,207","148,065","170,968",8,"63,002,911",3,3,228
The former Yugoslav Republic of Macedonia,"4,462","27,828","96,345","11,047","22,273",24,"2,033,655",131,134,144
Timor-Leste,27,60,248,"14,347","11,914",48,"1,067,285",113,190,52
Togo,"1,063","7,396","35,007","3,661","15,434",32,"6,238,572",218,164,109
Tonga,10,11,27,"10,568","14,856",46,"99,361",134,168,58
Trinidad and Tobago,"3,065","22,620","80,748","42,034","71,771",13,"1,323,722",42,52,205
Tunisia,"6,955","45,088","191,859","2,419","8,553",43,"10,104,685",226,213,72
Turkey,"59,072","441,821","1,560,754","5,586","21,632",30,"72,969,723",187,137,113
Turkmenistan,"1,824","3,873","14,667","1,454","2,157",116,"4,833,266",232,236,24
Turks and Caicos Islands,90,276,749,"11,784","24,357",45,"24,459",126,127,63
Uganda,702,"2,198","9,150","8,969","9,703",41,"28,947,181",153,210,80
Ukraine,"103,009","444,545","1,315,038","42,506","41,155",13,"46,917,544",41,88,205
United Arab Emirates,"10,542","217,478","705,156","89,454","156,839",9,"4,104,291",15,6,225
United Kingdom,"269,358","1,884,145","7,594,899","19,734","64,773",26,"60,244,834",86,60,133
United Republic of Tanzania,566,"1,339","3,874","9,453","12,845",38,"38,477,873",147,182,88
United States,"1,541,221","5,955,837","18,682,974","40,538","148,414",36,"299,846,449",44,9,92
United States Minor Outlying Islands,1,1,1,"2,201","11,797",168,0,228,192,16
United States Virgin Islands,572,"2,621","9,473","9,088","32,369",27,"111,408",151,98,126
Uruguay,"4,072","14,219","57,958","9,185","32,477",30,"3,325,727",150,97,113
Uzbekistan,"9,223","27,719","84,829","24,591","26,579",28,"26,593,123",67,116,121
Vanuatu,64,188,850,"5,251","12,342",152,"215,366",194,186,17
Venezuela,"11,514","100,373","615,151","6,263","9,234",87,"26,725,573",180,211,31
Viet Nam,"117,888","631,362","2,198,494","47,301","47,691",8,"85,028,643",38,77,228
Wallis and Futuna Islands,5,6,7,"4,747","6,772",276,"15,079",201,224,10
Western Sahara,178,"1,318","4,954","15,245","24,093",41,"440,428",106,128,80
Yemen,"1,537","3,753","16,893","1,464","3,348",105,"21,095,679",231,234,27
Zambia,663,"1,200","3,852","7,136","10,412",61,"11,478,317",171,201,40
Zimbabwe,"1,151","2,002","6,389","10,038","12,211",39,"13,119,679",143,188,87
