Name,Number of Records,Devices,Tests,Avg. Avg U Kbps,Avg. Avg D Kbps,Avg Lat Ms,Avg. Pop2005,Rank Upload,Rank Download,Rank Latency
Germany,"262,598","1,000,647","4,152,438","18,551","59,940",21,"82,652,369",61,37,181
Ghana,"1,371","3,799","16,300","19,622","26,116",54,"2,253,501",58,91,75
Gibraltar,30,854,"3,934","49,114","73,757",17,291,24,26,199
Greece,"28,860","225,100","978,715","3,390","16,649",51,"11,099,737",208,127,82
Greenland,281,"1,950","6,842","9,329","20,123",37,"57,475",114,110,129
Grenada,287,767,"3,419","8,039","41,762",22,"105,237",128,58,177
Guadeloupe,766,"1,698","6,144","16,967","30,026",73,"438,403",68,77,44
Guam,551,"4,019","15,301","5,079","31,276",22,"16,857",175,74,177
Guatemala,"7,159","78,561","425,456","3,405","8,413",49,"12,709,564",205,189,87
Guernsey,361,"3,492","16,050","4,565","21,969",39,0,188,100,119
Guinea,62,95,311,"9,660","9,781",71,"9,002,656",109,176,45
Guinea-Bissau,51,101,520,"7,156","10,629",64,"1,596,929",139,168,54
Guyana,809,"4,417","23,064","5,011","14,749",70,"739,472",178,142,47
Haiti,814,"2,341","11,929","6,513","8,545",41,"9,296,291",147,187,113
Holy See (Vatican City),6,393,"1,500","33,108","83,617",14,783,38,19,212
Honduras,"4,810","49,059","261,989","5,460","9,748",41,"683,411",165,177,113
Hong Kong,"1,479","117,985","545,184","120,106","126,260",13,"7,057,418",3,3,217
Hungary,"33,062","149,306","535,385","33,580","67,380",20,"10,086,387",35,30,186
Iceland,"1,911","6,253","16,273","113,287","120,445",11,"295,732",4,5,225
India,"164,122","2,339,344","13,281,003","20,591","21,790",33,"1,134,403,141",55,101,142
Indonesia,"127,387","1,067,983","5,646,934","5,211","10,723",26,"226,063,044",171,167,160
Iran (Islamic Republic of),"17,450","73,859","259,759","3,395","9,994",56,"69,420,607",207,173,72
Iraq,"17,034","89,202","394,728","14,389","14,402",36,"27,995,984",82,144,132
Ireland,"64,308","188,849","958,346","16,649","47,145",35,"4,143,294",70,53,138
Isle of Man,613,"3,877","21,283","7,087","26,863",47,"78,357",140,88,94
Israel,"9,067","154,536","665,428","11,902","56,903",22,"6,692,037",95,44,177
Italy,"247,069","1,527,234","7,070,403","9,754","28,470",41,"5,864,636",108,83,113
Jamaica,"4,456","19,754","83,962","6,074","22,198",42,"2,682,469",153,98,109
Japan,"97,902","403,768","1,881,642","90,359","65,148",30,"127,896,740",10,33,149
Jersey,563,"4,782","24,447","121,381","127,573",4,0,2,2,235
Jordan,"5,975","107,248","428,692","18,821","24,609",42,"5,544,066",60,94,109
Kazakhstan,"18,371","77,923","249,657","13,624","15,690",44,"15,210,609",84,134,102
Kenya,"3,167","12,411","61,817","11,818","11,787",44,"35,598,952",96,160,102
"Korea, Democratic People's Republic of",50,59,135,"17,970","40,049",96,"23,615,611",65,61,35
"Korea, Republic of","16,053","52,761","172,266","111,091","109,260",16,"47,869,837",5,8,200
Kuwait,"3,263","50,438","189,767","18,832","88,348",29,"2,700",59,17,152
Kyrgyzstan,"2,420","7,350","23,073","21,440","21,303",33,"5,203,547",51,103,142
Lao People's Democratic Republic,"3,580","16,614","48,903","19,976","22,567",23,"566,391",57,97,176
Latvia,"8,514","25,920","89,481","33,192","38,607",24,"2,301,793",37,64,175
Lebanon,"10,619","76,035","364,815","4,673","6,051",41,"401,074",187,212,113
Lesotho,77,117,561,"10,871","14,705",20,"1,980,831",104,143,186
Liberia,129,463,"2,596","5,944","9,796",41,"3,441,796",155,175,113
Libyan Arab Jamahiriya,"8,679","26,230","97,455","7,374","9,298",106,"5,918,217",137,183,30
Liechtenstein,246,"1,344","5,342","45,912","74,349",12,"34,598",27,24,220
Lithuania,"9,909","29,655","103,541","48,774","53,713",20,"3,425,077",25,46,186
Luxembourg,"2,618","14,112","50,004","56,539","85,966",15,"456,613",18,18,207
Macau,35,"18,206","95,217","108,613","117,048",5,"47,309",6,6,234
Madagascar,412,982,"3,621","28,612","26,551",25,"18,642,586",46,90,169
Malawi,357,886,"3,324","6,044","6,727",59,"13,226,091",154,205,64
Malaysia,"27,950","464,855","1,807,513","25,535","44,356",42,"25,652,985",49,55,109
Maldives,44,"2,238","9,525","6,420","9,671",18,"295,297",149,178,195
Mali,427,"1,113","4,418","5,318","11,502",58,"1,161,109",168,162,67
Malta,839,"12,855","51,194","13,119","74,177",13,"402,617",88,25,217
Marshall Islands,5,15,46,"2,821","2,466",223,"5,672",214,230,14
Martinique,580,"1,168","4,956","12,933","21,707",36,"395,896",89,102,132
Mauritania,242,"1,045","5,769","1,748","3,763",120,"2,963,105",229,224,28
Mauritius,"1,775","12,456","45,335","8,033","17,071",15,"1,241,173",129,124,207
Mayotte,48,70,272,"2,771","7,083",298,0,216,200,8
Mexico,"132,740","2,222,823","10,881,290","7,425","17,718",57,"104,266,392",136,122,69
"Micronesia, Federated States of",81,187,"1,062","2,216","4,743",126,"110,058",223,221,27
Monaco,41,955,"3,484","41,753","59,337",51,325,28,39,82
Mongolia,"1,165","4,678","11,837","18,357","20,444",36,"2,580,704",62,108,132
Montenegro,"2,076","11,384","40,837","5,740","41,639",18,"607,969",162,59,195
Montserrat,37,132,562,"1,831","9,404",39,"5,628",227,182,119
Morocco,"14,638","165,315","925,616","2,904","12,089",59,"30,494,991",213,156,64
Mozambique,923,"2,980","14,492","5,809","6,135",38,"20,532,675",161,211,125
Namibia,"1,504","5,367","23,024","4,824","6,788",87,"2,019,677",184,204,39
Nauru,6,15,44,"2,782","3,239",185,"10,111",215,225,17
Nepal,"12,261","53,366","250,393","15,150","15,098",29,"27,093,656",75,139,152
Netherlands,"62,159","464,481","2,085,261","49,685","83,087",14,"1,632,769",23,20,212
Netherlands Antilles,529,"4,020","15,723","6,310","20,231",26,"186,392",152,109,160
New Caledonia,412,"1,323","4,484","13,523","26,781",26,"234,185",85,89,160
New Zealand,"21,315","87,514","324,213","33,415","52,050",32,"4,097,112",36,49,146
Nicaragua,"2,332","28,559","124,117","5,346","10,930",36,"5,462,539",167,165,132
Niger,88,160,600,"4,457","4,585",257,"1,326,419",190,222,10
Nigeria,"2,660","8,461","52,036","4,750","6,269",118,"141,356,083",185,209,29
Niue,7,7,16,"5,020","13,331",684,"1,632",177,148,3
Norfolk Island,18,24,63,"1,782","12,043",582,0,228,157,4
Northern Mariana Islands,180,998,"3,775","6,977","27,576",20,"80,258",141,86,186
Norway,"56,608","198,490","692,218","82,404","90,216",19,"4,638,836",11,16,191
Oman,"10,207","76,968","327,198","6,419","18,454",48,"2,507,042",150,114,90
Pakistan,"34,781","379,230","1,858,101","3,396","5,416",69,"158,080,591",206,213,48
Palau,43,92,264,"4,312","14,096",57,"20,127",191,145,69
Palestine,"1,240","19,712","79,919","5,161","33,865",25,"3,762,005",172,70,169
Panama,"4,012","50,433","277,044","14,459","65,842",26,"3,231,502",80,32,160
Papua New Guinea,100,195,547,"4,211","9,132",270,"6,069,715",194,184,9
Paraguay,"6,370","58,515","255,470","6,709","16,591",35,"5,904,342",144,128,138
Peru,"10,614","122,183","763,769","4,468","15,523",44,"27,274,266",189,135,102
Philippines,"72,931","1,238,514","8,650,590","11,379","11,640",59,"84,566,163",102,161,64
Poland,"94,867","259,284","1,035,272","23,201","50,921",27,"38,195,558",50,50,158
Portugal,"45,995","214,103","878,320","36,514","61,552",25,"10,528,226",31,36,169
Puerto Rico,"12,131","115,659","625,689","7,999","42,183",51,"3,946,779",130,57,82
Qatar,"2,400","59,446","257,242","55,485","80,867",12,"796,186",20,21,220
Republic of Moldova,"5,245","16,717","54,739","34,044","35,362",19,"3,876,661",34,68,191
Reunion,827,"1,731","5,573","106,402","123,564",11,"785,159",7,4,225
Romania,"34,274","126,946","484,047","59,672","69,355",16,"21,627,557",16,28,200
Russia,"279,552","1,663,007","5,708,766","40,987","38,017",19,"143,953,092",29,66,191
Rwanda,309,568,"1,879","6,847","7,718",41,"9,233,793",142,195,113
Saint Barthelemy,133,"1,342","6,023","4,950","12,104",103,0,180,155,31
Saint Kitts and Nevis,257,"1,212","8,308","5,833","17,924",29,"49,138",159,119,152
Saint Lucia,356,"1,186","5,607","9,257","28,910",66,"16,124",115,81,50
Saint Martin,69,277,"1,473","9,659","20,477",102,0,110,107,32
Saint Pierre and Miquelon,49,211,645,"9,913","52,720",12,"6,346",107,47,220
Saint Vincent and the Grenadines,229,691,"2,671","5,658","37,440",39,"119,137",163,67,119
Samoa,33,76,240,"12,407","12,159",42,"183,845",92,154,109
San Marino,201,"1,176","4,052","12,724","62,837",25,"30,214",91,34,169
Sao Tome and Principe,39,76,426,"8,129","13,059",33,"152,622",127,149,142
Saudi Arabia,"26,108","584,241","2,420,989","16,159","43,768",45,"2,361,236",72,56,99
Senegal,804,"2,334","9,857","3,739","9,443",87,"1,177,034",197,181,39
Serbia,"22,706","125,563","490,065","8,721","27,888",19,"9,863,026",121,85,191
Seychelles,166,396,"1,706","14,094","14,987",25,"85,532",83,140,169
Sierra Leone,131,312,"1,086","3,503","7,089",46,"5,586,403",201,199,96
Singapore,"1,092","129,360","758,836","151,649","150,842",8,"4,327,468",1,1,230
Slovakia,"18,512","62,870","245,704","14,808","32,505",25,"5,386,995",76,73,169
Slovenia,"10,202","28,982","100,054","14,599","40,796",21,"1,999,425",78,60,181
Solomon Islands,10,17,89,"4,833","4,977",200,"472,419",182,219,15
Somalia,248,552,"1,803","5,908","6,720",82,"8,196,395",157,206,42
South Africa,"43,100","324,917","2,184,472","9,440","13,392",44,"47,938,663",113,147,102
Spain,"68,685","338,953","1,654,925","69,858","76,496",35,"43,397,491",14,22,138
Sri Lanka,"9,501","22,913","70,489","6,496","18,681",39,"19,120,763",148,113,119
Sudan,462,922,"4,099","2,474","5,369",144,"36,899,747",220,214,23
Suriname,848,"3,539","13,924","1,838","7,238",58,"452,468",226,198,67
Svalbard,31,64,140,"65,883","62,500",38,0,15,35,125
Swaziland,257,485,"2,858","6,784","8,402",100,"1,124,529",143,190,34
Sweden,"31,124","62,708","231,687","79,035","95,431",15,"9,038,049",13,14,207
Switzerland,"27,760","141,525","546,151","50,667","98,792",14,"7,424,389",21,13,212
Syrian Arab Republic,"12,742","72,644","321,495","7,551","6,382",48,"18,893,881",135,208,90
Taiwan,"20,471","345,149","1,359,728","29,491","57,057",13,0,43,43,217
Tajikistan,449,"1,045","3,323","14,495","15,437",54,"6,550,213",79,136,75
Thailand,"128,409","920,617","4,007,431","100,291","115,797",11,"63,002,911",9,7,225
The former Yugoslav Republic of Macedonia,"4,652","30,684","126,556","8,645","17,702",30,"2,033,655",122,123,149
Timor-Leste,32,66,177,"7,695","6,641",248,"1,067,285",132,207,11
Togo,770,"4,210","21,530","3,450","15,248",48,"6,238,572",202,138,90
Tonga,13,14,22,"13,278","10,873",49,"99,361",87,166,87
Trinidad and Tobago,"3,123","25,732","107,028","28,601","47,915",16,"1,323,722",47,51,200
Tunisia,"6,466","41,714","209,883","2,364","7,250",47,"10,104,685",221,196,94
Turkey,"60,077","501,281","2,093,689","4,871","16,166",37,"72,969,723",181,132,129
Turkmenistan,"1,235","2,656","8,355","1,237","1,904",94,"4,833,266",231,232,36
Turks and Caicos Islands,90,274,"1,480","8,557","17,949",54,"24,459",123,118,75
Uganda,592,"1,487","7,114","6,655","6,975",65,"28,947,181",145,203,53
Ukraine,"112,773","473,579","1,706,270","32,503","29,937",21,"46,917,544",39,78,181
United Arab Emirates,"10,835","253,692","1,100,760","56,951","102,107",15,"4,104,291",17,11,207
United Kingdom,"276,128","2,212,767","11,561,955","14,406","45,994",32,"60,244,834",81,54,146
United Republic of Tanzania,467,"1,185","4,301","9,160","9,539",66,"38,477,873",116,180,50
United States,"1,713,071","7,961,330","32,480,378","29,490","102,908",46,"299,846,449",44,10,96
United States Minor Outlying Islands,1,2,2,"20,012","18,382",237,0,56,115,12
United States Virgin Islands,622,"3,293","15,509","8,554","23,532",38,"111,408",124,96,125
Uruguay,"4,151","15,214","74,701","9,153","25,449",34,"3,325,727",117,93,141
Uzbekistan,"9,627","36,711","144,770","14,618","16,243",45,"26,593,123",77,131,99
Vanuatu,60,130,347,"2,659","5,095",140,"215,366",218,218,25
Venezuela,"8,515","56,741","385,684","1,596","3,140",163,"26,725,573",230,227,21
Viet Nam,"118,058","716,934","2,473,039","40,767","38,734",8,"85,028,643",30,63,230
Wallis and Futuna Islands,11,13,40,637,"1,344",346,"15,079",235,234,7
Western Sahara,178,"1,584","7,314","3,581","15,271",57,"440,428",200,137,69
Yemen,"1,201","2,752","12,765",998,"2,293",174,"21,095,679",233,231,19
Zambia,554,"1,011","3,784","5,938","7,870",43,"11,478,317",156,194,107
Zimbabwe,"1,413","2,762","11,163","8,364","9,631",64,"13,119,679",126,179,54
