Name,Number of Records,Devices,Tests,Avg. Avg U Kbps,Avg. Avg D Kbps,Avg Lat Ms,Avg. Pop2005,Rank Upload,Rank Download,Rank Latency
Costa Rica,"10,444","135,975","525,508","7,489","24,610",25,"4,327,228",163,111,147
Cote d'Ivoire,596,"1,589","4,797","5,968","17,145",44,"18,584,701",184,149,75
Croatia,"17,910","77,853","304,668","12,303","25,027",25,"455,149",121,109,147
Cuba,565,925,"3,776","1,817","2,620",187,"11,259,905",229,231,16
Cyprus,"5,214","42,340","175,049","9,231","24,247",23,"836,321",141,113,156
Czech Republic,"32,511","89,893","377,663","19,084","36,783",19,"10,191,762",81,86,175
Democratic Republic of the Congo,184,279,985,"4,210","6,960",263,"58,740,547",212,210,9
Denmark,"43,772","172,419","742,380","108,044","129,972",11,"5,416,945",10,11,217
Djibouti,58,247,825,"14,229","13,524",34,"804,206",108,165,105
Dominica,142,340,848,"17,882","27,468",10,"67,827",88,104,222
Dominican Republic,"10,726","121,339","500,031","4,538","10,837",35,"9,469,601",204,184,101
Ecuador,"23,174","193,061","750,927","15,454","15,427",30,"13,060,993",100,157,123
Egypt,"36,639","471,474","2,010,552","4,573","15,630",39,"72,849,793",203,155,88
El Salvador,"4,142","55,780","253,520","3,633","11,835",35,"6,668,356",219,179,101
Equatorial Guinea,98,205,755,"4,046","5,154",86,"484,098",214,223,32
Estonia,"5,820","17,947","55,989","40,335","51,350",15,"1,344,312",43,60,191
Ethiopia,"1,185","4,196","15,411","5,166","4,584",62,"78,985,857",196,227,43
Faroe Islands,415,"1,172","3,115","18,208","44,239",10,"48,205",86,70,222
Fiji,368,847,"2,701","6,654","12,888",37,"828,046",176,168,93
Finland,"37,189","103,603","353,034","37,550","75,351",20,"5,246,004",45,41,168
France,"157,696","431,600","1,526,233","82,960","103,560",29,"60,990,544",15,22,127
French Guiana,198,367,906,"58,838","76,466",27,"192,099",28,38,140
French Polynesia,533,"2,303","8,107","2,761","12,072",48,"255,632",222,176,62
Gabon,392,"1,435","4,742","3,702","15,073",29,"1,290,693",217,161,127
Gambia,221,641,"3,057","4,685","6,791",51,"1,617,029",201,213,53
Georgia,"4,483","15,713","49,287","19,991","18,840",22,"4,473,409",76,140,161
Germany,"253,491","939,477","4,033,617","22,635","73,216",20,"82,652,369",66,44,168
Ghana,"1,613","4,121","12,954","19,711","29,000",36,"2,253,501",77,98,97
Gibraltar,32,792,"3,307","67,726","104,112",32,291,20,21,114
Greece,"27,769","237,720","1,137,425","4,128","19,816",42,"11,099,737",213,135,81
Greenland,280,"1,418","4,522","10,537","23,058",55,"57,475",129,120,49
Grenada,316,847,"3,205","10,963","45,066",13,"105,237",125,68,201
Guadeloupe,750,"1,849","6,205","36,997","45,398",49,"438,403",46,67,57
Guam,519,"3,485","11,606","6,654","42,447",16,"16,857",176,73,187
Guatemala,"7,735","89,257","415,567","4,752","11,978",31,"12,709,564",200,177,119
Guernsey,350,"2,763","11,575","5,187","23,850",34,0,193,116,105
Guinea,54,81,322,"7,364","7,825",53,"9,002,656",166,202,51
Guinea-Bissau,51,100,339,"5,744","5,909",88,"1,596,929",188,220,31
Guyana,788,"4,374","22,333","7,203","19,840",47,"739,472",170,134,65
Haiti,683,"1,763","8,341","7,901","10,117",35,"9,296,291",156,189,101
Heard Island and McDonald Islands,1,1,3,"48,966","28,507",230,0,34,100,13
Holy See (Vatican City),6,435,"1,730","45,236","108,856",11,783,36,18,217
Honduras,"5,553","53,154","236,905","7,220","12,267",28,"683,411",168,173,134
Hong Kong,"1,461","104,596","446,697","141,394","154,425",11,"7,057,418",3,4,217
Hungary,"31,504","144,106","531,132","50,630","97,942",18,"10,086,387",32,25,180
Iceland,"1,840","6,567","17,695","139,631","155,690",8,"295,732",4,3,229
India,"203,391","2,668,250","11,721,620","35,933","33,034",24,"1,134,403,141",49,91,151
Indonesia,"148,401","1,241,480","5,606,076","5,945","12,792",24,"226,063,044",186,170,151
Iran (Islamic Republic of),"21,495","103,095","314,425","4,228","10,279",50,"69,420,607",211,187,55
Iraq,"19,030","95,969","337,360","15,877","15,769",29,"27,995,984",98,154,127
Ireland,"61,670","181,392","959,670","20,781","64,618",34,"4,143,294",71,50,105
Isle of Man,561,"3,208","14,708","9,841","37,897",31,"78,357",137,80,119
Israel,"9,048","157,468","639,352","16,729","74,967",18,"6,692,037",95,42,180
Italy,"231,602","1,462,753","6,595,236","13,750","37,634",33,"5,864,636",112,81,111
Jamaica,"4,884","20,552","81,814","10,983","23,690",32,"2,682,469",124,117,114
Japan,"86,833","314,032","1,379,147","97,051","72,713",24,"127,896,740",13,45,151
Jersey,537,"3,733","14,323","151,365","166,818",4,0,2,2,235
Jordan,"7,888","148,869","593,218","21,327","25,033",33,"5,544,066",69,108,111
Kazakhstan,"19,488","92,471","303,939","17,123","18,865",37,"15,210,609",93,139,93
Kenya,"3,644","15,753","75,143","13,987","14,835",34,"35,598,952",111,163,105
"Korea, Democratic People's Republic of",25,33,77,"35,974","121,367",57,"23,615,611",48,14,46
"Korea, Republic of","15,470","49,495","207,683","135,156","136,758",9,"47,869,837",6,7,225
Kuwait,"2,294","22,469","75,822","24,128","88,157",20,"2,700",65,35,168
Kyrgyzstan,"2,313","6,923","21,878","26,763","25,865",19,"5,203,547",59,106,175
Lao People's Democratic Republic,"3,313","12,729","32,647","24,791","28,116",15,"566,391",64,102,191
Latvia,"8,275","28,689","114,553","41,003","46,242",23,"2,301,793",39,64,156
Lebanon,"8,717","63,699","318,632","5,780","7,585",34,"401,074",187,205,105
Lesotho,84,115,615,"8,272","12,155",28,"1,980,831",152,174,134
Liberia,96,265,"1,214","8,760","10,200",58,"3,441,796",145,188,44
Libyan Arab Jamahiriya,"6,046","14,346","40,743","8,610","13,394",56,"5,918,217",147,166,48
Liechtenstein,253,"1,276","4,727","68,742","99,748",10,"34,598",19,24,222
Lithuania,"10,337","31,875","126,659","59,636","67,103",19,"3,425,077",27,49,175
Luxembourg,"2,832","16,572","61,732","78,678","116,297",12,"456,613",17,16,210
Macau,35,"12,484","49,736","114,492","133,142",6,"47,309",9,8,233
Madagascar,359,743,"2,584","30,612","28,492",21,"18,642,586",56,101,165
Malawi,263,510,"1,428","8,108","9,015",46,"13,226,091",154,195,69
Malaysia,"30,483","530,153","2,094,387","30,865","57,341",29,"25,652,985",55,54,127
Maldives,38,"1,791","5,840","10,497","11,595",13,"295,297",130,182,201
Mali,445,"1,299","4,979","5,353","15,075",43,"1,161,109",191,160,78
Malta,809,"13,041","50,848","16,145","95,470",13,"402,617",97,27,201
Marshall Islands,4,5,17,"10,497","4,855",119,"5,672",130,225,24
Martinique,534,"1,136","3,487","27,729","35,620",33,"395,896",58,87,111
Mauritania,240,"1,029","3,207","2,062","5,545",101,"2,963,105",228,221,26
Mauritius,"1,766","10,841","32,684","9,562","20,116",9,"1,241,173",139,133,225
Mayotte,56,82,290,"2,505","11,091",313,0,224,183,7
Mexico,"138,500","2,086,154","8,827,891","9,514","20,764",50,"104,266,392",140,130,55
"Micronesia, Federated States of",71,134,409,"2,425","8,488",133,"110,058",226,198,21
Monaco,33,968,"3,111","63,370","89,902",48,325,25,31,62
Mongolia,996,"3,672","10,240","22,286","24,726",18,"2,580,704",67,110,180
Montenegro,"1,899","9,518","33,929","7,117","49,394",16,"607,969",172,63,187
Montserrat,39,128,745,"3,279","12,770",42,"5,628",221,171,81
Morocco,"15,646","182,411","807,977","10,080","16,888",49,"30,494,991",135,151,57
Mozambique,877,"2,514","10,572","6,074","6,396",43,"20,532,675",182,217,78
Namibia,"1,426","4,780","15,860","5,963","9,037",64,"2,019,677",185,194,42
Nauru,3,3,14,"33,094","34,061",123,"10,111",53,89,22
Nepal,"10,967","47,938","167,137","19,573","19,145",19,"27,093,656",78,138,175
Netherlands,"61,242","442,619","1,906,864","64,218","102,818",13,"1,632,769",22,23,201
Netherlands Antilles,575,"4,499","17,118","7,905","24,164",22,"186,392",155,114,161
New Caledonia,352,"1,009","2,748","17,688","32,595",24,"234,185",90,93,151
New Zealand,"19,047","68,064","212,193","44,726","70,347",27,"4,097,112",37,47,140
Nicaragua,"2,192","23,711","88,005","7,310","14,847",26,"5,462,539",167,162,144
Niger,118,218,883,"5,725","6,397",144,"1,326,419",189,216,19
Nigeria,"2,262","6,406","27,744","7,216","9,218",70,"141,356,083",169,192,35
Niue,2,2,3,"7,618","40,970",314,"1,632",161,75,6
Norfolk Island,19,24,42,"4,663","22,001",633,0,202,123,3
Northern Mariana Islands,181,909,"3,025","10,338","34,405",14,"80,258",132,88,196
Norway,"51,748","162,970","559,994","99,471","108,775",16,"4,638,836",11,19,187
Oman,"11,067","85,403","316,798","12,615","33,160",39,"2,507,042",118,90,88
Pakistan,"35,669","385,980","1,643,528","4,968","6,452",47,"158,080,591",198,215,65
Palau,29,75,196,"6,100","12,809",37,"20,127",181,169,93
Palestine,"1,247","20,474","78,757","7,422","43,011",22,"3,762,005",165,72,161
Panama,"4,877","61,883","236,708","18,055","80,622",23,"3,231,502",87,37,156
Papua New Guinea,87,143,436,"5,550","13,357",248,"6,069,715",190,167,12
Paraguay,"6,895","50,882","175,503","10,565","24,512",24,"5,904,342",128,112,151
Peru,"12,514","145,304","762,855","16,213","23,477",32,"27,274,266",96,118,114
Philippines,"83,285","1,469,344","8,305,456","18,689","18,743",45,"84,566,163",84,142,73
Poland,"92,600","255,346","1,029,679","31,374","69,993",23,"38,195,558",54,48,156
Portugal,"43,866","209,626","879,074","48,372","89,116",20,"10,528,226",35,32,168
Puerto Rico,"11,355","97,254","439,721","12,101","55,603",42,"3,946,779",122,57,81
Qatar,"2,117","38,725","128,787","51,033","91,117",9,"796,186",31,29,225
Republic of Moldova,"5,154","16,698","54,047","50,408","50,740",14,"3,876,661",33,61,196
Reunion,844,"1,653","5,469","135,577","126,303",12,"785,159",5,12,210
Romania,"34,448","136,434","493,085","80,853","95,552",13,"21,627,557",16,26,201
Russia,"247,509","1,451,471","4,665,668","53,833","49,603",15,"143,953,092",30,62,191
Rwanda,298,549,"1,694","9,082","9,266",31,"9,233,793",142,191,119
Saint Barthelemy,138,"2,036","7,260","12,725","22,184",76,0,117,122,33
Saint Kitts and Nevis,236,998,"4,486","8,114","24,036",20,"49,138",153,115,168
Saint Lucia,360,"1,228","4,378","12,980","37,416",72,"16,124",116,82,34
Saint Martin,79,287,805,"25,573","39,567",100,0,62,77,27
Saint Pierre and Miquelon,47,169,511,"20,634","61,823",22,"6,346",73,52,161
Saint Vincent and the Grenadines,196,581,"1,983","6,409","32,278",51,"119,137",180,94,53
Samoa,8,10,19,"17,694","20,953",30,"183,845",89,129,123
San Marino,191,"1,022","3,285","14,929","60,139",29,"30,214",103,53,127
Sao Tome and Principe,50,92,421,"8,878","16,879",17,"152,622",143,152,184
Saudi Arabia,"44,701","590,995","2,024,848","18,695","54,287",44,"2,361,236",83,58,75
Senegal,821,"2,906","10,998","6,603","21,615",70,"1,177,034",178,124,35
Serbia,"21,772","114,729","423,812","11,037","33,011",17,"9,863,026",123,92,184
Seychelles,141,283,"1,369","21,880","23,121",32,"85,532",68,119,114
Sierra Leone,138,332,"1,267","4,389","7,878",69,"5,586,403",209,200,38
Singapore,"1,058","93,882","396,379","174,479","176,389",7,"4,327,468",1,1,232
Slovakia,"18,053","62,624","268,938","18,788","43,173",21,"5,386,995",82,71,165
Slovenia,"11,009","32,772","123,886","25,448","56,345",16,"1,999,425",63,56,187
Solomon Islands,14,18,44,"3,974","6,795",38,"472,419",215,212,92
Somalia,254,610,"1,960","7,688","7,845",67,"8,196,395",159,201,39
South Africa,"41,697","291,446","1,447,969","12,573","17,182",36,"47,938,663",119,148,97
Spain,"65,041","330,006","1,487,628","98,381","106,345",29,"43,397,491",12,20,127
Sri Lanka,"15,035","35,809","125,436","7,199","20,442",30,"19,120,763",171,131,123
Sudan,526,"1,134","3,869","3,689","6,074",98,"36,899,747",218,219,28
Suriname,847,"3,574","12,626","2,488","8,898",36,"452,468",225,197,97
Svalbard,26,40,54,"78,278","74,446",58,0,18,43,44
Swaziland,289,500,"2,483","6,871","7,980",91,"1,124,529",174,199,30
Sweden,"30,793","63,306","253,755","94,142","113,315",13,"9,038,049",14,17,201
Switzerland,"27,297","136,399","483,870","64,199","121,843",12,"7,424,389",23,13,210
Syrian Arab Republic,"11,513","69,862","317,809","8,606","6,822",43,"18,893,881",148,211,78
Taiwan,"21,148","358,076","1,361,508","34,708","71,317",11,0,51,46,217
Tajikistan,491,"1,205","3,384","17,227","17,455",35,"6,550,213",91,147,101
Thailand,"114,341","710,599","2,496,417","135,102","152,024",8,"63,002,911",7,5,229
The former Yugoslav Republic of Macedonia,"4,745","34,320","138,848","10,049","19,722",26,"2,033,655",136,136,144
Timor-Leste,22,38,61,"5,181","4,826",174,"1,067,285",194,226,17
Togo,"1,017","5,364","26,827","3,527","13,824",32,"6,238,572",220,164,114
Tonga,9,9,17,"20,421","17,872",48,"99,361",75,145,62
Trinidad and Tobago,"3,135","23,132","75,501","40,688","62,935",12,"1,323,722",41,51,210
Tunisia,"7,171","50,525","248,622","2,357","7,786",44,"10,104,685",227,203,75
Turkey,"58,370","502,914","2,010,490","5,270","18,652",31,"72,969,723",192,143,119
Turkmenistan,"2,313","6,251","26,409",960,"1,937",54,"4,833,266",234,234,50
Turks and Caicos Islands,94,287,"1,315","9,808","16,514",70,"24,459",138,153,35
Uganda,608,"1,882","6,602","8,628","8,953",40,"28,947,181",146,196,87
Ukraine,"98,740","439,404","1,578,273","41,797","37,355",14,"46,917,544",38,83,196
United Arab Emirates,"10,386","198,378","621,825","67,298","120,088",9,"4,104,291",21,15,225
United Kingdom,"264,769","2,032,912","10,396,185","18,658","57,274",26,"60,244,834",85,55,144
United Republic of Tanzania,501,"1,283","3,522","10,669","11,610",42,"38,477,873",127,181,81
United States,"1,510,867","6,025,244","21,313,186","38,492","132,929",36,"299,846,449",44,9,97
United States Virgin Islands,582,"2,717","11,606","8,282","27,683",25,"111,408",151,103,147
Uruguay,"4,076","13,299","47,871","7,713","30,080",30,"3,325,727",158,97,123
Uzbekistan,"9,459","31,689","116,878","20,578","21,133",34,"26,593,123",74,127,105
Vanuatu,58,132,373,"4,766","11,644",201,"215,366",199,180,15
Venezuela,"10,653","88,333","571,017","4,525","6,379",94,"26,725,573",205,218,29
Viet Nam,"106,910","538,818","1,647,810","40,814","38,376",8,"85,028,643",40,79,229
Wallis and Futuna Islands,8,8,28,"3,820","1,407",299,"15,079",216,235,8
Western Sahara,179,"1,512","5,979","14,698","21,077",47,"440,428",104,128,65
Yemen,"1,375","3,251","13,088","1,468","3,321",106,"21,095,679",231,230,25
Zambia,555,912,"3,240","6,996","9,102",49,"11,478,317",173,193,57
Zimbabwe,"1,133","2,050","7,902","10,178","10,506",46,"13,119,679",134,185,69
