Name,Number of Records,Devices,Tests,Avg. Avg U Kbps,Avg. Avg D Kbps,Avg Lat Ms,Avg. Pop2005,Rank Upload,Rank Download,Rank Latency
Burundi,87,179,558,"7,892","7,576",38,"7,858,791",153,206,96
Cambodia,"5,422","45,177","132,273","19,027","16,935",16,"13,955,507",75,141,188
Cameroon,450,978,"4,129","5,983","11,089",42,"17,795,149",185,177,78
Canada,"175,091","793,660","2,976,821","34,256","85,036",39,"32,270,507",47,28,90
Cape Verde,125,505,"1,636","8,315","16,624",23,"506,807",147,144,158
Cayman Islands,232,"1,415","4,529","13,604","35,912",21,"45,591",103,79,167
Central African Republic,20,28,53,"2,465","2,663",374,"4,191,429",222,231,8
Chad,54,87,238,"8,249","10,453",144,"10,145,609",149,182,21
Chile,"18,787","234,908","815,737","51,424","79,715",38,"16,295,102",29,35,96
China,"449,549","1,420,862","4,943,781","38,859","125,488",13,"1,312,978,855",38,9,206
Christmas Island,11,15,21,"3,935","13,825",684,0,207,161,3
Cocos (Keeling) Islands,2,3,3,"3,470","8,621",682,0,212,197,4
Colombia,"29,982","468,718","1,888,335","8,235","14,556",65,"4,494,579",150,155,41
Comoros,8,8,13,"6,649","3,084",225,"797,902",172,228,11
Congo,158,355,"1,412","11,744","16,859",33,"3,609,851",113,142,120
Cook Islands,14,15,21,"7,789","19,211",108,"13,984",155,122,26
Costa Rica,"9,917","127,110","502,824","6,751","23,612",26,"4,327,228",169,107,145
Cote d'Ivoire,651,"1,484","4,685","6,645","14,350",45,"18,584,701",173,157,72
Croatia,"17,638","74,897","291,578","11,373","22,856",27,"455,149",115,112,136
Cuba,423,635,"1,937","1,826","2,156",177,"11,259,905",227,234,19
Cyprus,"5,025","40,000","152,306","8,686","23,222",22,"836,321",140,111,161
Czech Republic,"31,235","82,629","327,528","17,681","34,009",20,"10,191,762",82,82,170
Democratic Republic of the Congo,224,405,"1,456","5,649","7,321",123,"58,740,547",189,209,23
Denmark,"39,551","139,503","515,733","99,213","118,518",11,"5,416,945",11,12,218
Djibouti,59,240,745,"6,389","8,591",58,"804,206",178,198,48
Dominica,130,312,835,"22,565","31,606",8,"67,827",62,90,226
Dominican Republic,"10,169","108,306","435,040","4,269","10,558",38,"9,469,601",205,181,96
Ecuador,"22,202","192,891","799,499","13,827","13,962",37,"13,060,993",101,159,101
Egypt,"33,871","435,293","1,750,992","4,987","16,598",41,"72,849,793",197,145,81
El Salvador,"3,696","47,732","201,298","3,324","10,370",43,"6,668,356",214,183,75
Equatorial Guinea,87,178,848,"5,724","6,200",78,"484,098",187,215,34
Estonia,"5,413","16,795","47,999","38,319","48,653",15,"1,344,312",41,57,193
Ethiopia,"1,118","3,880","14,279","5,132","4,893",51,"78,985,857",194,222,56
Faroe Islands,390,"1,029","2,566","16,603","43,657",14,"48,205",89,65,200
Fiji,368,818,"2,586","4,801","12,402",42,"828,046",198,166,78
Finland,"37,702","102,663","341,400","35,899","68,487",20,"5,246,004",45,44,170
France,"154,096","408,042","1,396,415","73,241","90,156",31,"60,990,544",16,23,126
French Guiana,182,373,"1,004","59,278","73,544",38,"192,099",24,39,96
French Polynesia,520,"2,179","6,612","2,885","11,688",51,"255,632",221,172,56
Gabon,368,"1,162","3,614","4,313","17,496",27,"1,290,693",203,135,136
Gambia,233,599,"2,482","5,083","5,857",51,"1,617,029",196,219,56
Georgia,"4,188","14,334","41,850","20,121","19,206",19,"4,473,409",71,123,178
Germany,"240,580","810,149","3,104,743","21,384","68,949",20,"82,652,369",66,41,170
Ghana,"1,304","3,333","10,456","22,510","29,671",36,"2,253,501",63,94,105
Gibraltar,31,771,"2,782","71,932","93,902",32,291,17,20,123
Greece,"27,820","227,878","1,030,240","3,903","18,201",47,"11,099,737",208,131,69
Greenland,253,"1,238","3,651","11,336","23,787",34,"57,475",116,105,112
Grenada,319,880,"3,276","9,090","45,266",16,"105,237",137,63,188
Guadeloupe,672,"1,556","4,534","31,036","42,006",51,"438,403",51,68,56
Guam,490,"3,104","10,065","5,445","36,517",16,"16,857",191,77,188
Guatemala,"6,759","68,969","280,601","4,224","10,347",35,"12,709,564",206,184,109
Guernsey,337,"2,237","7,466","5,907","23,579",32,0,186,108,123
Guinea,68,100,238,"8,185","9,837",71,"9,002,656",151,188,36
Guinea-Bissau,57,129,343,"6,734","8,202",58,"1,596,929",170,201,48
Guyana,780,"4,508","19,346","7,408","20,143",43,"739,472",160,120,75
Haiti,651,"1,646","5,533","6,910","8,927",28,"9,296,291",164,195,129
Holy See (Vatican City),6,364,"1,229","37,831","87,349",12,783,42,25,211
Honduras,"4,767","44,478","184,292","6,594","11,243",32,"683,411",175,176,123
Hong Kong,"1,407","95,346","373,256","137,513","143,509",11,"7,057,418",2,4,218
Hungary,"30,965","136,965","482,373","45,152","86,348",18,"10,086,387",33,26,181
Iceland,"1,811","6,237","16,623","132,982","144,037",7,"295,732",4,3,230
India,"192,864","2,654,666","12,266,739","31,559","29,272",27,"1,134,403,141",50,96,136
Indonesia,"141,541","1,159,329","5,149,009","5,666","12,043",25,"226,063,044",188,170,150
Iran (Islamic Republic of),"18,680","85,335","275,940","3,756","9,628",51,"69,420,607",209,189,56
Iraq,"16,437","76,747","255,679","15,321","14,958",27,"27,995,984",92,154,136
Ireland,"59,204","173,486","800,899","19,846","60,220",28,"4,143,294",72,50,129
Isle of Man,510,"2,683","8,717","9,692","37,115",35,"78,357",130,76,109
Israel,"8,784","152,265","612,028","14,893","68,833",20,"6,692,037",93,42,170
Italy,"221,203","1,341,938","5,723,608","12,254","33,963",34,"5,864,636",110,83,112
Jamaica,"4,311","18,590","69,367","8,275","24,737",36,"2,682,469",148,101,105
Japan,"83,660","289,660","1,131,445","100,606","78,342",25,"127,896,740",10,36,150
Jersey,517,"3,502","12,433","137,303","149,383",3,0,3,2,236
Jordan,"7,694","134,733","532,839","20,515","22,665",34,"5,544,066",69,113,112
Kazakhstan,"18,746","81,338","260,228","15,860","17,527",40,"15,210,609",91,133,88
Kenya,"3,601","14,966","69,162","12,315","12,711",39,"35,598,952",109,165,90
Kiribati,1,1,1,"1,617","9,521",774,"92,003",230,190,1
"Korea, Democratic People's Republic of",19,23,44,"38,669","63,078",179,"23,615,611",39,46,18
"Korea, Republic of","14,277","41,857","170,856","130,347","133,664",10,"47,869,837",5,5,222
Kuwait,"1,268","11,575","40,535","29,132","31,382",14,"2,700",53,91,200
Kyrgyzstan,"2,322","6,708","20,970","24,478","23,725",22,"5,203,547",58,106,161
Lao People's Democratic Republic,"3,185","11,761","28,296","22,498","24,167",19,"566,391",64,103,178
Latvia,"7,900","25,162","95,683","37,777","42,255",22,"2,301,793",43,67,161
Lebanon,"8,522","58,777","253,864","5,210","7,336",36,"401,074",193,208,105
Lesotho,90,139,387,"13,555","17,196",21,"1,980,831",104,139,167
Liberia,91,262,934,"9,452","11,785",40,"3,441,796",133,171,88
Libyan Arab Jamahiriya,"6,330","15,619","48,299","8,615","12,211",61,"5,918,217",142,168,46
Liechtenstein,220,"1,068","3,248","64,015","91,030",10,"34,598",20,22,222
Lithuania,"9,748","28,836","101,161","56,414","62,022",19,"3,425,077",27,47,178
Luxembourg,"2,667","14,525","50,247","70,526","106,603",12,"456,613",19,17,211
Macau,35,"11,327","42,959","119,992","131,853",5,"47,309",8,7,233
Madagascar,319,587,"1,784","27,216","24,153",17,"18,642,586",55,104,184
Malawi,298,540,"1,500","8,651","9,985",45,"13,226,091",141,187,72
Malaysia,"27,991","456,877","1,667,000","29,561","53,237",34,"25,652,985",52,54,112
Maldives,37,"1,381","4,030","14,066","17,629",12,"295,297",98,132,211
Mali,411,"1,079","4,268","4,661","14,540",37,"1,161,109",199,156,101
Malta,756,"11,241","38,138","13,961","82,077",12,"402,617",99,33,211
Marshall Islands,5,6,45,"1,170","3,936",157,"5,672",234,226,20
Martinique,485,989,"2,980","22,954","32,288",27,"395,896",61,87,136
Mauritania,213,730,"2,501","1,750","4,772",95,"2,963,105",228,223,30
Mauritius,"1,762","10,042","26,378","9,217","18,997",9,"1,241,173",136,126,224
Mayotte,47,56,119,"3,113","8,590",306,0,216,199,9
Mexico,"131,445","1,981,007","7,919,765","8,969","19,913",52,"104,266,392",138,121,54
"Micronesia, Federated States of",69,159,566,"3,198","6,237",68,"110,058",215,214,39
Monaco,35,841,"2,770","59,815","82,032",50,325,22,34,62
Mongolia,886,"3,241","8,761","23,746","25,120",20,"2,580,704",60,100,170
Montenegro,"1,856","9,348","32,695","6,769","46,597",17,"607,969",168,61,184
Montserrat,44,154,845,"3,103","11,321",33,"5,628",217,175,120
Morocco,"14,351","171,361","768,223","8,390","15,370",46,"30,494,991",145,152,71
Mozambique,755,"2,080","7,163","6,255","6,408",41,"20,532,675",182,213,81
Namibia,"1,372","4,307","13,759","6,060","8,950",63,"2,019,677",184,194,42
Nauru,1,3,6,"2,307","2,214",182,"10,111",223,233,16
Nepal,"12,393","51,367","191,738","18,230","17,419",21,"27,093,656",80,137,167
Netherlands,"58,870","409,042","1,615,627","58,931","95,682",13,"1,632,769",25,18,206
Netherlands Antilles,520,"3,574","12,408","7,770","23,309",22,"186,392",156,109,161
New Caledonia,281,742,"1,751","19,022","32,402",20,"234,185",76,86,170
New Zealand,"17,904","60,608","179,631","44,002","67,260",27,"4,097,112",35,45,136
Nicaragua,"2,130","22,870","79,654","6,291","13,196",31,"5,462,539",181,163,126
Niger,114,208,525,"7,696","6,551",212,"1,326,419",157,212,13
Nigeria,"2,014","5,784","26,100","6,667","8,879",69,"141,356,083",171,196,38
Niue,2,2,14,"1,451","2,867",648,"1,632",231,229,6
Norfolk Island,17,23,79,"1,717","16,587",666,0,229,146,5
Northern Mariana Islands,174,808,"2,661","9,845","31,608",15,"80,258",128,89,193
Norway,"49,683","155,029","512,908","98,027","107,363",14,"4,638,836",12,16,200
Oman,"11,091","86,496","327,989","10,303","24,588",39,"2,507,042",127,102,90
Pakistan,"32,275","342,375","1,446,069","4,530","6,152",53,"158,080,591",200,217,53
Palau,25,58,177,"2,301","12,120",38,"20,127",224,169,96
Palestine,"1,222","19,071","72,971","7,065","41,686",24,"3,762,005",162,69,152
Panama,"4,173","49,019","185,945","18,926","74,735",24,"3,231,502",78,38,152
Papua New Guinea,77,124,537,"5,276","9,410",198,"6,069,715",192,191,14
Paraguay,"6,704","49,787","178,688","9,239","21,930",24,"5,904,342",135,114,152
Peru,"11,527","139,594","719,861","11,333","21,007",34,"27,274,266",117,117,112
Philippines,"82,932","1,385,402","8,201,741","13,607","13,488",50,"84,566,163",102,162,62
Poland,"93,405","251,591","1,009,280","28,712","60,926",24,"38,195,558",54,49,152
Portugal,"41,087","189,243","691,024","46,478","82,447",20,"10,528,226",32,30,170
Puerto Rico,"11,209","91,533","418,314","10,828","48,564",39,"3,946,779",122,58,90
Qatar,"2,065","35,563","119,097","50,217","85,448",7,"796,186",31,27,230
Republic of Moldova,"4,637","14,801","46,273","44,818","44,813",15,"3,876,661",34,64,193
Reunion,763,"1,466","4,766","120,712","123,119",13,"785,159",7,11,206
Romania,"34,157","128,212","447,516","71,534","82,334",15,"21,627,557",18,31,193
Russia,"243,040","1,396,674","4,504,331","50,538","46,372",15,"143,953,092",30,62,193
Rwanda,360,833,"2,450","12,421","12,322",27,"9,233,793",108,167,136
Saint Barthelemy,138,"1,668","6,362","7,614","15,630",63,0,158,150,42
Saint Kitts and Nevis,224,875,"4,724","8,085","23,284",18,"49,138",152,110,181
Saint Lucia,372,"1,226","4,000","11,239","32,436",78,"16,124",118,85,34
Saint Martin,61,208,650,"26,188","42,822",83,0,56,66,32
Saint Pierre and Miquelon,42,158,488,"11,034","61,796",16,"6,346",119,48,188
Saint Vincent and the Grenadines,197,564,"2,076","6,609","33,055",49,"119,137",174,84,64
Samoa,10,11,24,"19,345","17,521",27,"183,845",73,134,136
San Marino,184,907,"2,499","14,581","56,412",24,"30,214",94,53,152
Sao Tome and Principe,44,75,290,"8,427","15,398",16,"152,622",144,151,188
Saudi Arabia,"24,159","417,931","1,392,442","21,002","59,478",34,"2,361,236",67,51,112
Senegal,808,"2,491","8,511","5,587","16,784",62,"1,177,034",190,143,44
Serbia,"21,625","114,754","424,083","10,333","30,732",18,"9,863,026",126,93,181
Seychelles,150,341,"1,161","19,205","21,671",55,"85,532",74,116,51
Sierra Leone,140,381,"1,164","3,645","8,589",42,"5,586,403",210,200,78
Singapore,"1,063","90,494","374,651","170,464","170,334",7,"4,327,468",1,1,230
Slovakia,"17,343","58,088","221,449","16,949","39,427",23,"5,386,995",86,73,158
Slovenia,"11,286","34,149","135,038","21,871","51,504",17,"1,999,425",65,56,184
Solomon Islands,14,22,52,"3,012","4,549",96,"472,419",219,224,29
Somalia,216,518,"1,713","6,591","5,782",93,"8,196,395",176,220,31
South Africa,"40,461","254,612","1,130,955","11,506","15,357",41,"47,938,663",114,153,81
Spain,"63,743","313,737","1,297,991","87,640","94,119",29,"43,397,491",13,19,128
Sri Lanka,"12,862","29,365","98,084","6,563","19,193",35,"19,120,763",177,124,109
Sudan,526,"1,085","3,303","3,034","6,186",114,"36,899,747",218,216,25
Suriname,695,"2,633","7,916","2,205","7,912",48,"452,468",225,202,67
Svalbard,18,30,45,"80,718","82,176",27,0,15,32,136
Swaziland,247,423,"1,518","6,309","7,705",68,"1,124,529",180,204,39
Sweden,"30,447","59,908","226,771","86,563","107,817",14,"9,038,049",14,15,200
Switzerland,"25,788","118,560","390,043","59,305","113,507",12,"7,424,389",23,14,211
Syrian Arab Republic,"11,074","61,901","263,804","8,352","6,702",44,"18,893,881",146,211,74
Taiwan,"19,661","327,145","1,173,085","35,304","70,080",11,0,46,40,218
Tajikistan,497,"1,187","2,758","17,254","17,123",36,"6,550,213",84,140,105
Thailand,"107,291","636,755","2,015,163","118,924","132,258",8,"63,002,911",9,6,226
The former Yugoslav Republic of Macedonia,"4,513","31,469","126,318","9,497","18,773",28,"2,033,655",132,128,129
Timor-Leste,21,44,77,"6,837","5,939",80,"1,067,285",166,218,33
Togo,932,"4,648","24,266","3,443","14,319",34,"6,238,572",213,158,112
Tonga,10,11,19,"16,725","10,612",58,"99,361",87,179,48
Trinidad and Tobago,"3,091","22,223","72,611","41,071","59,125",12,"1,323,722",36,52,211
Tunisia,"6,830","45,867","227,411","2,202","7,364",51,"10,104,685",226,207,56
Turkey,"55,163","453,564","1,793,641","5,086","17,386",34,"72,969,723",195,138,112
Turkmenistan,"1,140","2,008","6,682","1,195","1,860",62,"4,833,266",233,236,44
Turks and Caicos Islands,82,243,719,"11,875","20,674",61,"24,459",112,118,46
Uganda,583,"1,525","6,038","8,577","7,839",41,"28,947,181",143,203,81
Ukraine,"95,020","400,890","1,396,843","38,535","34,373",15,"46,917,544",40,81,193
United Arab Emirates,"10,073","178,407","542,529","62,324","113,840",9,"4,104,291",21,13,224
United Kingdom,"261,023","1,863,379","8,195,096","17,088","52,556",26,"60,244,834",85,55,145
United Republic of Tanzania,519,"1,305","3,423","10,550","11,499",43,"38,477,873",124,173,75
United States,"1,484,847","5,802,225","19,262,676","35,967","124,686",37,"299,846,449",44,10,101
United States Minor Outlying Islands,1,1,3,"6,373","16,114",183,0,179,148,15
United States Virgin Islands,544,"2,244","9,046","8,802","27,776",24,"111,408",139,97,152
Uruguay,"3,822","12,069","39,826","9,756","30,949",28,"3,325,727",129,92,129
Uzbekistan,"8,861","28,646","96,628","17,859","18,332",39,"26,593,123",81,130,90
Vanuatu,51,106,388,"3,518","10,078",213,"215,366",211,186,12
Venezuela,"9,178","62,769","352,516","3,003","5,097",105,"26,725,573",220,221,28
Viet Nam,"98,019","486,119","1,462,541","40,429","37,715",8,"85,028,643",37,75,226
Wallis and Futuna Islands,5,5,15,"9,621","2,054",528,"15,079",131,235,7
Western Sahara,171,"1,424","5,618","10,354","17,446",48,"440,428",125,136,67
Yemen,"1,206","2,769","10,390",946,"2,668",108,"21,095,679",235,230,26
Zambia,319,513,"1,405","9,255","11,011",33,"11,478,317",134,178,120
Zimbabwe,"1,039","1,774","5,448","10,592","11,407",41,"13,119,679",123,174,81
