Name,Number of Records,Devices,Tests,Avg. Avg U Kbps,Avg. Avg D Kbps,Avg Lat Ms,Avg. Pop2005,Rank Upload,Rank Download,Rank Latency
Honduras,"5,191","39,514","142,416","11,125","19,659",25,"683,411",152,158,131
Hong Kong,"1,508","124,487","555,009","144,949","193,872",12,"7,057,418",7,4,209
Hungary,"30,767","121,477","363,947","73,014","135,757",18,"10,086,387",30,23,163
Iceland,"2,142","7,270","14,135","159,245","179,697",10,"295,732",5,9,222
India,"236,513","2,340,615","8,925,707","49,400","45,943",20,"1,134,403,141",51,99,148
Indonesia,"158,651","1,162,458","4,621,860","9,433","15,945",22,"226,063,044",164,174,141
Iran (Islamic Republic of),"21,499","101,816","331,327","5,251","12,917",47,"69,420,607",210,187,61
Iraq,"15,282","61,554","208,142","19,747","20,641",23,"27,995,984",117,153,137
Ireland,"45,230","132,237","464,555","28,094","103,785",22,"4,143,294",79,47,141
Isle of Man,643,"3,383","10,279","17,937","70,025",27,"78,357",124,69,120
Israel,"8,312","114,154","405,679","31,561","132,002",15,"6,692,037",69,31,189
Italy,"200,443","1,058,950","3,704,137","24,006","57,567",29,"5,864,636",96,82,114
Jamaica,"4,950","20,101","61,886","24,254","34,204",27,"2,682,469",94,122,120
Japan,"89,628","336,125","1,348,607","128,640","163,755",21,"127,896,740",9,14,145
Jersey,478,"2,613","7,705","157,541","159,687",4,0,6,16,238
Jordan,"5,733","112,009","410,365","45,953","55,147",26,"5,544,066",53,87,124
Kazakhstan,"17,913","75,508","216,249","25,681","28,101",32,"15,210,609",91,135,106
Kenya,"4,654","20,282","97,809","12,945","12,622",34,"35,598,952",142,190,103
Kiribati,4,4,5,"2,017","7,534",779,"92,003",231,220,4
"Korea, Democratic People's Republic of",16,18,38,"44,030","85,176",30,"23,615,611",56,57,111
"Korea, Republic of","15,675","48,382","149,041","141,632","185,013",10,"47,869,837",8,7,222
Kuwait,"2,093","18,465","55,285","27,900","140,862",20,"2,700",81,20,148
Kyrgyzstan,"2,570","7,075","19,003","39,095","36,566",18,"5,203,547",61,110,163
Lao People's Democratic Republic,"3,660","12,732","30,963","34,938","38,155",12,"566,391",65,107,209
Latvia,"7,638","23,590","75,234","51,148","69,002",22,"2,301,793",48,72,141
Lebanon,"6,630","37,683","133,799","7,899","11,323",36,"401,074",183,202,93
Lesotho,113,191,641,"12,628","15,426",32,"1,980,831",143,176,106
Liberia,115,351,"2,143","12,078","12,383",51,"3,441,796",146,192,53
Libyan Arab Jamahiriya,"5,818","14,417","43,835","9,358","14,853",42,"5,918,217",165,179,72
Liechtenstein,221,945,"2,861","122,344","148,107",7,"34,598",15,18,233
Lithuania,"8,194","24,166","70,532","80,323","90,101",16,"3,425,077",29,51,181
Luxembourg,"2,483","12,364","35,085","92,982","148,603",11,"456,613",22,17,219
Macau,35,"12,631","58,661","161,288","190,042",7,"47,309",4,6,233
Madagascar,393,809,"2,059","26,976","27,912",28,"18,642,586",86,137,117
Malawi,196,348,778,"8,373","11,607",49,"13,226,091",180,201,57
Malaysia,"35,156","484,258","1,427,967","42,365","89,954",20,"25,652,985",57,52,148
Maldives,45,"1,298","2,876","13,613","16,416",14,"295,297",140,170,195
Mali,495,"1,529","5,030","5,989","21,816",47,"1,161,109",205,149,61
Malta,701,"11,321","29,794","23,692","121,707",13,"402,617",97,39,206
Marshall Islands,3,4,19,"4,951","5,813",78,"5,672",213,226,36
Martinique,637,"1,416","3,781","42,089","69,109",30,"395,896",58,71,111
Mauritania,270,"1,365","5,481","6,603","10,934",112,"2,963,105",201,204,23
Mauritius,"1,810","11,989","34,352","14,815","36,337",9,"1,241,173",133,111,226
Mayotte,47,86,261,"5,051","18,314",247,0,212,166,15
Mexico,"142,381","1,865,372","6,780,885","14,132","32,986",43,"104,266,392",136,125,69
"Micronesia, Federated States of",104,266,"1,123","6,983","12,824",129,"110,058",193,188,21
Monaco,39,"1,347","3,610","102,574","127,088",37,325,20,35,90
Mongolia,922,"2,725","5,590","28,588","42,632",25,"2,580,704",77,102,131
Montenegro,"1,832","10,902","33,299","9,894","60,749",15,"607,969",158,78,189
Montserrat,52,309,"1,336","25,550","52,907",7,"5,628",92,90,233
Morocco,"14,704","167,698","701,733","15,361","25,978",42,"30,494,991",131,138,72
Mozambique,847,"2,269","7,634","6,713","7,085",42,"20,532,675",200,223,72
Namibia,"1,706","6,132","21,951","7,702","11,945",68,"2,019,677",186,197,40
Nauru,4,8,15,"22,396","14,672",105,"10,111",102,181,25
Nepal,"13,472","59,666","204,151","35,475","37,662",14,"27,093,656",64,109,195
Netherlands,"55,072","353,545","1,290,364","80,511","128,050",13,"1,632,769",28,34,206
Netherlands Antilles,552,"4,666","14,403","15,852","56,749",16,"186,392",129,84,181
New Caledonia,371,"1,151","3,341","30,624","56,681",17,"234,185",72,85,176
New Zealand,"20,321","73,925","246,886","71,024","125,549",29,"4,097,112",32,36,114
Nicaragua,"2,294","25,445","96,077","11,337","28,693",19,"5,462,539",151,133,157
Niger,189,350,"1,534","5,926","7,932",103,"1,326,419",206,218,26
Nigeria,"2,407","6,536","26,720","9,434","11,630",61,"141,356,083",163,200,43
Niue,1,1,1,4,936,621,"1,632",238,238,9
Norfolk Island,29,54,97,"1,430","20,513",756,0,234,154,5
Northern Mariana Islands,124,433,"1,218","18,461","52,768",14,"80,258",122,91,195
Norway,"46,138","123,019","352,605","119,719","134,719",15,"4,638,836",16,27,189
Oman,"11,772","83,474","283,668","21,023","55,212",35,"2,507,042",111,86,96
Pakistan,"41,692","434,287","1,733,325","7,325","8,221",39,"158,080,591",190,216,83
Palau,28,84,245,"4,403","12,298",42,"20,127",220,193,72
Palestine,"4,887","39,416","142,366","17,782","41,368",20,"3,762,005",125,103,148
Panama,"5,203","63,481","218,088","40,437","110,674",19,"3,231,502",59,43,157
Papua New Guinea,143,295,779,"10,200","20,829",261,"6,069,715",157,151,14
Paraguay,"7,616","46,379","152,416","20,388","46,283",19,"5,904,342",115,97,157
Peru,"13,135","135,707","532,869","27,704","35,067",42,"27,274,266",83,116,72
Philippines,"96,155","1,356,374","5,803,270","45,152","46,154",32,"84,566,163",54,98,106
Poland,"83,337","220,883","707,178","49,519","112,915",18,"38,195,558",50,41,163
Portugal,"40,753","183,690","578,164","62,747","134,852",16,"10,528,226",36,24,181
Puerto Rico,"10,901","82,112","337,551","26,435","83,749",40,"3,946,779",88,58,79
Qatar,"2,110","35,337","117,561","80,782","138,294",8,"796,186",27,21,230
Republic of Moldova,"4,404","13,978","38,773","72,402","77,018",12,"3,876,661",31,65,209
Reunion,905,"2,001","6,389","164,291","197,726",9,"785,159",3,3,226
Romania,"33,684","115,740","344,422","113,685","134,818",12,"21,627,557",17,25,209
Russia,"237,187","1,222,733","3,580,414","67,185","65,206",16,"143,953,092",34,74,181
Rwanda,429,"1,382","3,674","9,352","18,540",18,"9,233,793",166,162,163
Saint Barthelemy,135,"2,107","7,737","21,540","38,043",35,0,108,108,96
Saint Helena,5,5,7,"6,850","2,896",686,"6,399",195,236,8
Saint Kitts and Nevis,214,900,"3,305","11,821","34,458",17,"49,138",147,117,176
Saint Lucia,502,"2,178","5,745","24,205","132,238",58,"16,124",95,30,49
Saint Martin,73,415,"1,153","55,767","85,303",65,0,39,56,42
Saint Pierre and Miquelon,41,110,271,"14,723","76,321",17,"6,346",134,67,176
Saint Vincent and the Grenadines,318,"1,264","3,151","20,443","122,275",40,"119,137",114,38,79
Samoa,14,20,49,"17,156","19,178",9,"183,845",126,160,226
San Marino,161,726,"1,743","19,256","72,923",19,"30,214",118,68,157
Sao Tome and Principe,64,146,541,"10,558","19,259",67,"152,622",155,159,41
Saudi Arabia,"35,789","443,189","1,433,607","27,882","82,599",39,"2,361,236",82,60,83
Senegal,"1,034","5,023","15,737","6,744","22,098",51,"1,177,034",198,148,53
Serbia,"23,761","98,140","311,016","18,580","44,086",17,"9,863,026",121,101,176
Seychelles,186,877,"1,696","31,240","30,302",18,"85,532",70,129,163
Sierra Leone,121,296,"1,585","9,196","16,290",32,"5,586,403",167,172,106
Singapore,"1,044","83,853","317,560","194,192","221,205",9,"4,327,468",1,1,226
Slovakia,"18,335","59,953","201,334","31,207","69,657",21,"5,386,995",71,70,145
Slovenia,"9,639","26,786","82,567","33,788","82,371",14,"1,999,425",67,61,195
Solomon Islands,26,36,104,"4,729","11,721",307,"472,419",214,199,12
Somalia,342,880,"2,586","8,383","8,297",55,"8,196,395",179,214,51
South Africa,"38,545","255,572","1,135,761","21,916","29,720",40,"47,938,663",105,131,79
Spain,"64,817","339,280","1,104,510","123,663","142,247",26,"43,397,491",14,19,124
Sri Lanka,"20,920","50,200","146,105","8,822","20,745",27,"19,120,763",171,152,120
Sudan,660,"1,617","6,793","4,726","5,719",93,"36,899,747",215,228,32
Suriname,907,"3,570","10,354","4,421","12,072",35,"452,468",219,195,96
Svalbard,27,60,77,"96,469","102,882",51,0,21,49,53
Swaziland,268,512,"2,461","8,712","10,889",90,"1,124,529",173,205,33
Sweden,"30,270","57,645","181,894","108,025","131,291",14,"9,038,049",19,32,195
Switzerland,"24,830","115,454","343,594","86,882","164,056",12,"7,424,389",25,13,209
Syrian Arab Republic,"10,187","57,786","255,699","10,595","9,063",43,"18,893,881",154,210,69
Taiwan,"22,582","455,974","2,078,135","46,968","103,688",10,0,52,48,222
Tajikistan,528,"1,301","3,689","23,569","23,757",24,"6,550,213",99,145,134
Thailand,"125,719","720,804","2,308,712","167,256","193,589",8,"63,002,911",2,5,230
The former Yugoslav Republic of Macedonia,"4,105","23,305","70,582","13,964","24,294",23,"2,033,655",138,143,137
Timor-Leste,50,142,432,"9,822","9,769",47,"1,067,285",160,207,61
Togo,"1,787","13,639","73,725","4,644","18,528",26,"6,238,572",216,163,124
Tonga,33,39,143,"34,464","58,197",107,"99,361",66,81,24
Trinidad and Tobago,"2,978","20,158","58,301","54,803","78,871",12,"1,323,722",41,63,209
Tunisia,"6,944","45,106","193,733","2,826","8,889",45,"10,104,685",225,211,64
Turkey,"53,274","392,594","1,225,034","7,497","29,561",23,"72,969,723",189,132,137
Turkmenistan,"2,440","6,280","24,835","1,808","2,949",61,"4,833,266",233,235,43
Turks and Caicos Islands,89,293,651,"22,344","35,639",57,"24,459",103,115,50
Uganda,720,"2,145","8,577","12,475","12,081",39,"28,947,181",144,194,83
Ukraine,"86,588","304,576","963,152","52,150","51,350",14,"46,917,544",47,93,195
United Arab Emirates,"10,859","247,868","724,998","109,862","184,600",10,"4,104,291",18,8,222
United Kingdom,"257,323","1,754,275","6,776,392","25,867","83,334",26,"60,244,834",90,59,124
United Republic of Tanzania,883,"1,952","7,399","9,824","13,800",75,"38,477,873",159,182,39
United States,"1,582,901","5,707,483","18,660,406","52,538","171,511",35,"299,846,449",45,11,96
United States Virgin Islands,542,"2,160","7,958","11,706","51,191",37,"111,408",149,94,90
Uruguay,"2,936","12,628","40,075","28,705","120,715",18,"3,325,727",76,40,163
Uzbekistan,"9,702","27,252","84,928","37,906","35,919",24,"26,593,123",62,113,134
Vanuatu,62,154,446,"8,796","13,008",154,"215,366",172,185,19
Venezuela,"13,297","127,996","686,134","14,064","16,383",76,"26,725,573",137,171,37
Viet Nam,"111,266","562,013","1,759,902","58,595","64,843",8,"85,028,643",38,75,230
Wallis and Futuna Islands,8,10,23,"2,145","5,069",367,"15,079",229,229,11
Western Sahara,236,"1,529","6,681","15,578","23,204",60,"440,428",130,146,48
Yemen,"2,359","8,169","34,323","1,825","4,711",99,"21,095,679",232,230,27
Zambia,345,639,"1,887","8,329","8,723",88,"11,478,317",182,212,34
Zimbabwe,"1,070","1,752","6,173","8,372","10,484",97,"13,119,679",181,206,29
