Name,Number of Records,Devices,Tests,Avg. Avg U Kbps,Avg. Avg D Kbps,Avg Lat Ms,Avg. Pop2005,Rank Upload,Rank Download,Rank Latency
United Republic of Tanzania,"1,151","2,835","10,195","10,170","14,526",85,"38,477,873",168,187,35
Marshall Islands,4,4,8,"2,696","1,824",79,"5,672",228,238,36
Mauritania,262,"1,382","5,556","7,892","13,183",78,"2,963,105",186,193,37
Sao Tome and Principe,58,171,622,"6,197","16,245",75,"152,622",202,176,38
Namibia,"1,549","4,400","15,035","6,906","11,842",73,"2,019,677",195,203,39
Zambia,336,666,"2,022","10,446","10,317",73,"11,478,317",164,211,39
Botswana,"1,411","3,658","13,049","7,462","8,712",72,"1,835,938",191,217,41
Turks and Caicos Islands,87,266,627,"25,982","40,359",71,"24,459",99,109,42
Svalbard,25,55,76,"76,019","87,435",70,0,30,56,43
Venezuela,"13,896","131,023","692,622","17,410","19,343",70,"26,725,573",129,165,43
Nauru,3,5,5,"53,712","20,097",66,"10,111",51,163,45
Greenland,290,"1,184","3,068","11,368","26,474",63,"57,475",159,143,46
Timor-Leste,53,157,434,"15,758","12,969",61,"1,067,285",135,195,47
Saint Martin,75,358,"1,124","60,679","84,577",60,0,41,60,48
Nigeria,"2,611","6,789","27,965","10,182","12,357",60,"141,356,083",167,201,48
Saint Lucia,568,"2,329","6,183","24,611","136,843",59,"16,124",104,28,50
Zimbabwe,"1,115","1,843","7,443","8,290","9,981",59,"13,119,679",183,212,50
Afghanistan,775,"1,792","7,968","3,833","3,795",58,"25,067,407",222,234,52
Somalia,367,"1,009","3,150","9,485","9,368",56,"8,196,395",170,215,53
French Polynesia,602,"4,055","15,102","6,694","26,227",52,"255,632",197,144,54
Fiji,471,"1,296","3,794","9,441","16,440",51,"828,046",172,175,55
Palau,43,134,381,"11,571","15,344",50,"20,127",156,180,56
Algeria,"15,114","55,215","260,692","2,133","9,655",50,"32,854,159",232,214,56
Guadeloupe,985,"2,292","6,703","84,840","115,980",49,"438,403",24,45,58
Senegal,999,"4,806","14,403","6,502","22,078",49,"1,177,034",200,154,58
Western Sahara,205,"1,449","5,743","17,407","28,574",48,"440,428",130,140,60
"Korea, Democratic People's Republic of",6,7,14,"82,922","237,379",46,"23,615,611",26,1,61
Cote d'Ivoire,735,"2,974","12,136","10,221","33,626",46,"18,584,701",166,131,61
Iran (Islamic Republic of),"22,101","108,787","360,613","5,252","12,742",46,"69,420,607",212,197,61
Tunisia,"6,979","44,793","191,763","2,956","8,626",46,"10,104,685",226,218,61
Colombia,"31,787","444,588","1,723,517","25,404","39,501",45,"4,494,579",101,111,65
Ghana,"1,539","3,834","13,606","24,359","33,886",45,"2,253,501",107,130,65
Morocco,"15,073","165,409","603,650","15,597","26,089",45,"30,494,991",137,145,65
Angola,834,"2,714","9,568","6,623","15,184",45,"16,095,214",199,185,65
Australia,"80,964","472,015","1,523,878","15,691","61,901",44,"20,310,208",136,83,69
Saudi Arabia,"40,719","493,255","1,667,829","25,773","78,354",43,"2,361,236",100,64,70
Mexico,"140,459","1,767,858","6,376,812","14,847","35,516",43,"104,266,392",140,129,70
American Samoa,52,125,471,"17,676","32,704",43,"64,051",128,135,70
Peru,"12,785","133,701","506,984","32,632","38,212",42,"27,274,266",76,117,73
Egypt,"28,741","282,102","1,143,767","5,627","16,196",42,"72,849,793",208,177,73
Uganda,752,"2,187","10,318","13,012","12,276",42,"28,947,181",148,202,73
Ethiopia,"1,276","4,125","15,068","7,826","8,271",42,"78,985,857",188,221,73
South Africa,"36,946","236,629","1,019,948","24,924","31,467",41,"47,938,663",103,137,77
Azerbaijan,"10,953","78,026","265,243","13,178","14,479",41,"8,352,021",147,188,77
Libyan Arab Jamahiriya,"4,507","10,456","34,151","8,430","13,247",41,"5,918,217",181,192,77
Syrian Arab Republic,"9,844","53,546","232,223","10,842","9,172",41,"18,893,881",160,216,77
Mozambique,840,"2,223","8,198","6,401","6,511",41,"20,532,675",201,226,77
French Guiana,208,510,"1,405","107,508","141,072",40,"192,099",19,26,82
Canada,"187,110","832,965","2,738,748","56,144","130,493",40,"32,270,507",45,36,82
United States Virgin Islands,517,"1,991","9,434","11,552","53,958",40,"111,408",157,92,82
Haiti,699,"1,872","8,695","9,068","17,139",40,"9,296,291",175,170,82
Liberia,109,349,"1,690","11,376","13,063",40,"3,441,796",158,194,82
Guyana,"1,006","5,359","23,406","18,108","44,210",39,"739,472",127,105,87
Mali,559,"1,842","5,838","4,790","19,773",39,"1,161,109",218,164,87
Lebanon,"7,396","44,651","175,343","7,071","9,975",39,"401,074",194,213,87
Pakistan,"44,416","493,221","2,062,838","7,482","8,288",39,"158,080,591",190,220,87
Greece,"34,409","282,966","915,265","5,525","24,799",38,"11,099,737",209,149,91
Puerto Rico,"10,815","81,298","339,711","30,876","87,379",37,"3,946,779",79,58,92
Djibouti,64,235,802,"11,795","14,416",37,"804,206",154,189,92
Burundi,82,213,"1,110","9,031","8,582",36,"7,858,791",176,219,94
Saint Barthelemy,136,"2,009","8,134","24,269","40,298",35,0,108,110,95
United States,"1,607,384","5,884,580","20,016,756","55,722","181,563",34,"299,846,449",47,8,96
Bahamas,789,"3,361","10,333","19,700","61,253",34,"323,295",121,84,96
Madagascar,453,990,"2,580","26,118","27,010",34,"18,642,586",98,142,96
Kenya,"4,677","20,179","98,061","13,446","12,462",34,"35,598,952",146,200,96
Oman,"12,683","97,378","345,849","26,328","65,631",33,"2,507,042",97,79,100
Guernsey,332,"2,432","8,666","8,750","37,807",32,0,177,120,101
Cape Verde,154,827,"2,516","7,840","15,722",32,"506,807",187,178,101
Kazakhstan,"17,622","76,182","211,937","27,686","29,323",31,"15,210,609",89,139,103
Chile,"22,255","250,843","781,298","136,506","180,892",30,"16,295,102",10,9,104
Italy,"202,114","1,033,771","3,391,429","24,411","57,588",30,"5,864,636",106,86,104
Guatemala,"8,266","81,338","329,468","8,500","18,435",30,"12,709,564",180,167,104
Bolivia,"7,308","50,657","199,720","9,909","17,853",30,"9,182,015",169,168,104
Dominican Republic,"9,364","100,066","367,374","7,727","17,483",30,"9,469,601",189,169,104
Malawi,168,338,902,"9,414","12,781",30,"13,226,091",173,196,104
France,"184,585","485,948","1,404,309","127,375","162,611",28,"60,990,544",11,16,110
Spain,"67,385","357,157","1,127,431","125,425","144,341",28,"43,397,491",14,22,110
Martinique,649,"1,416","3,564","49,125","74,874",28,"395,896",56,69,110
Philippines,"94,454","1,314,918","5,935,103","53,625","53,678",28,"84,566,163",52,94,110
Jordan,"6,438","119,569","426,986","44,485","52,158",28,"5,544,066",61,97,110
Croatia,"17,347","87,858","245,136","20,361","38,418",28,"455,149",120,116,110
Jamaica,"5,102","22,307","65,955","28,318","36,244",28,"2,682,469",85,127,110
Antigua and Barbuda,380,"2,282","7,888","12,623","27,627",28,"83,039",150,141,110
El Salvador,"4,582","55,148","228,434","5,788","18,645",28,"6,668,356",206,166,110
Benin,262,664,"2,411","8,549","13,951",28,"8,490,301",178,191,110
Argentina,"48,450","288,230","957,934","20,601","37,478",27,"38,747,148",117,122,120
Bosnia and Herzegovina,"13,416","45,749","145,098","5,971","22,581",27,"3,915,238",204,152,120
Iraq,"16,150","70,970","261,703","19,555","20,549",27,"27,995,984",123,161,120
Suriname,908,"3,615","10,270","5,314","12,574",27,"452,468",210,199,120
United Kingdom,"251,624","1,732,692","6,603,364","27,627","87,416",26,"60,244,834",90,57,124
Turkey,"59,259","457,003","1,406,059","7,980","30,847",26,"72,969,723",184,138,124
Togo,"1,897","14,857","78,343","5,279","24,086",26,"6,238,572",211,150,124
Tajikistan,575,"1,538","4,213","20,812","21,705",26,"6,550,213",116,155,124
Honduras,"4,381","36,894","134,616","11,969","21,519",26,"683,411",153,157,124
Monaco,42,"1,188","2,876","117,861","143,575",25,325,17,25,129
Isle of Man,623,"3,260","9,984","19,689","73,878",25,"78,357",122,70,129
Gabon,604,"3,592","11,891","11,583","36,307",25,"1,290,693",155,126,129
The former Yugoslav Republic of Macedonia,"4,201","24,786","76,809","14,455","24,861",25,"2,033,655",142,148,129
Sri Lanka,"16,187","37,572","109,422","10,460","21,476",25,"19,120,763",163,158,129
Lesotho,116,202,579,"16,864","20,884",25,"1,980,831",133,159,129
Sierra Leone,130,319,"1,180","9,461","15,225",25,"5,586,403",171,184,129
New Zealand,"18,885","65,389","217,362","74,581","130,826",24,"4,097,112",31,35,136
Latvia,"8,058","24,752","79,388","49,283","66,071",24,"2,301,793",55,77,136
Burkina Faso,604,"4,430","12,998","12,848","38,043",24,"13,933,363",149,118,136
Bhutan,237,616,"2,508","17,011","14,393",24,"637,013",132,190,136
Japan,"89,937","349,599","1,387,638","142,208","165,584",23,"127,896,740",9,14,140
Ireland,"44,943","134,640","482,080","28,405","107,307",23,"4,143,294",84,49,140
Costa Rica,"10,443","135,228","502,141","22,779","44,952",23,"4,327,228",111,104,140
Saint Kitts and Nevis,221,839,"3,394","12,267","37,890",23,"49,138",152,119,140
Rwanda,389,"1,210","2,827","7,444","17,013",23,"9,233,793",192,172,140
Burma,"10,582","82,148","278,053","20,548","20,400",22,"47,967,266",118,162,145
Kuwait,"2,243","19,446","59,982","25,129","145,485",21,"2,700",102,19,146
Slovakia,"18,729","61,210","196,838","33,423","73,462",21,"5,386,995",73,71,146
Cayman Islands,250,"1,676","5,378","27,929","56,862",21,"45,591",87,87,146
Belarus,"12,759","41,234","120,779","31,933","39,478",21,"9,795,287",77,112,146
Uzbekistan,"9,309","26,414","78,926","41,760","38,550",21,"26,593,123",64,115,146
Cyprus,"5,235","41,902","120,705","15,408","36,771",21,"836,321",138,125,146
Indonesia,"154,981","1,101,927","4,368,377","10,309","16,455",21,"226,063,044",165,174,146
Finland,"34,835","87,152","274,989","55,461","113,515",20,"5,246,004",48,47,153
Brazil,"339,739","2,886,447","11,261,191","61,071","84,132",20,"186,830,759",40,62,153
Poland,"86,926","234,953","745,832","50,733","114,074",19,"38,195,558",53,46,155
Germany,"235,751","820,800","2,716,852","28,969","95,301",19,"82,652,369",82,52,155
San Marino,160,783,"1,794","17,256","76,021",19,"30,214",131,68,155
Austria,"35,180","115,632","356,774","18,441","58,570",19,"8,291,979",125,85,155
Montenegro,"1,950","13,896","36,765","8,534","54,569",19,"607,969",179,89,155
Anguilla,133,412,"1,287","31,474","52,456",19,"12,256",78,96,155
Czech Republic,"30,397","81,360","253,193","27,917","51,430",19,"10,191,762",88,98,155
Palestine,"4,873","42,650","154,913","27,212","48,630",19,"3,762,005",92,100,155
India,"234,980","2,242,780","8,837,138","50,411","46,550",19,"1,134,403,141",54,102,155
Guam,446,"2,828","8,349","6,633","46,478",19,"16,857",198,103,155
Mongolia,988,"3,038","6,200","28,107","44,051",19,"2,580,704",86,106,155
Nicaragua,"2,348","27,425","109,811","13,547","37,253",19,"5,462,539",145,123,155
Portugal,"43,283","197,494","607,571","61,286","130,186",18,"10,528,226",39,37,167
Panama,"5,146","65,357","238,325","47,365","122,098",18,"3,231,502",58,43,167
Lithuania,"8,318","25,242","73,193","82,292","92,094",18,"3,425,077",27,53,167
Paraguay,"7,353","43,617","142,709","22,958","53,108",18,"5,904,342",110,95,167
Faroe Islands,382,984,"2,266","26,514","49,476",18,"48,205",96,99,167
Kyrgyzstan,"2,692","7,695","18,529","38,081","35,626",18,"5,203,547",66,128,167
Ecuador,"25,537","199,634","685,124","32,640","33,102",18,"13,060,993",75,133,167
Seychelles,208,"1,090","2,691","27,493","32,890",18,"85,532",91,134,167
China,"462,632","1,359,997","4,929,297","53,888","212,092",17,"1,312,978,855",50,4,175
Hungary,"30,601","119,881","349,160","76,437","139,750",17,"10,086,387",29,27,175
Bermuda,148,"1,229","3,361","41,911","127,019",17,"64,174",63,39,175
Estonia,"5,838","16,975","46,166","54,293","71,121",17,"1,344,312",49,73,175
New Caledonia,351,"1,237","3,959","36,323","63,760",17,"234,185",69,80,175
Serbia,"23,595","97,759","301,271","18,466","43,828",17,"9,863,026",124,107,175
Congo,439,"2,820","6,024","10,605","37,491",17,"3,609,851",161,121,175
Belize,"1,080","3,985","11,513","26,925","36,808",17,"275,546",94,124,175
Uruguay,"2,883","11,818","35,418","30,101","132,802",16,"3,325,727",81,31,183
Belgium,"37,376","108,693","322,322","21,578","109,468",16,"10,398,049",115,48,183
Malaysia,"34,304","456,973","1,365,094","45,725","98,279",16,"25,652,985",59,51,183
Grenada,377,"1,116","3,386","24,069","84,532",16,"105,237",109,61,183
Russia,"233,261","1,164,700","3,351,618","68,193","65,892",16,"143,953,092",35,78,183
Georgia,"4,577","19,892","44,686","21,898","21,547",16,"4,473,409",113,156,183
Maldives,45,"1,261","3,045","14,362","17,014",16,"295,297",143,171,183
Iceland,"2,372","9,123","17,134","157,237","174,210",15,"295,732",6,11,190
Israel,"8,338","118,800","427,846","38,040","144,067",15,"6,692,037",67,24,190
Norway,"47,473","134,833","390,018","119,830","134,924",15,"4,638,836",15,29,190
Holy See (Vatican City),6,450,"1,343","57,848","126,504",15,783,43,40,190
Sweden,"31,910","62,492","195,977","105,208","125,819",15,"9,038,049",20,41,190
Aruba,299,"3,457","9,315","14,816","88,494",15,"102,897",141,55,190
Slovenia,"9,763","27,967","81,545","34,597","82,937",15,"1,999,425",71,63,190
Netherlands Antilles,553,"4,665","14,276","18,318","63,463",15,"186,392",126,81,190
Saint Pierre and Miquelon,41,125,290,"13,723","62,920",15,"6,346",144,82,190
Brunei Darussalam,"1,113","7,976","30,743","33,156","47,910",15,"373,831",74,101,190
Albania,"6,472","33,945","96,649","21,823","33,463",15,"3,153,731",114,132,190
Cambodia,"6,816","57,655","173,713","22,069","20,847",15,"13,955,507",112,160,190
Singapore,"1,022","86,389","332,202","197,734","225,962",14,"4,327,468",1,2,202
British Virgin Islands,189,"1,147","4,069","33,679","106,899",14,"22,016",72,50,202
Bulgaria,"11,623","60,823","165,784","44,993","53,841",14,"7,744,591",60,93,202
Bangladesh,"16,688","62,014","235,657","28,739","25,717",14,"15,328,112",83,146,202
Netherlands,"53,000","342,918","1,285,157","81,659","134,075",13,"1,632,769",28,30,206
Malta,718,"11,371","29,142","24,607","119,712",13,"402,617",105,44,206
Republic of Moldova,"4,533","13,725","37,139","73,126","77,107",13,"3,876,661",32,65,206
Dominica,157,440,"1,726","56,106","71,913",13,"67,827",46,72,206
Ukraine,"81,834","294,010","900,905","57,102","56,312",13,"46,917,544",44,88,206
Northern Mariana Islands,131,456,"1,220","16,269","54,015",13,"80,258",134,91,206
Nepal,"13,275","55,532","197,762","36,422","41,108",13,"27,093,656",68,108,206
Switzerland,"24,598","114,196","321,109","89,232","167,358",12,"7,424,389",23,12,213
Romania,"35,343","117,819","333,964","112,648","132,558",12,"21,627,557",18,32,213
Saint Vincent and the Grenadines,310,"1,195","2,552","20,511","131,701",12,"119,137",119,34,213
Lao People's Democratic Republic,"3,806","14,124","34,466","35,893","38,988",12,"566,391",70,113,213
Samoa,14,20,56,"10,554","10,410",12,"183,845",162,210,213
Reunion,990,"2,213","6,385","178,109","214,411",11,"785,159",2,3,218
Hong Kong,"1,434","112,117","441,422","146,931","192,769",11,"7,057,418",8,6,218
United Arab Emirates,"10,944","256,044","738,001","103,614","180,616",11,"4,104,291",21,10,218
"Korea, Republic of","16,648","54,085","166,199","157,468","165,405",11,"47,869,837",5,15,218
Denmark,"35,201","114,907","365,067","126,095","161,020",11,"5,416,945",12,17,218
Luxembourg,"2,504","12,262","33,817","95,171","151,995",11,"456,613",22,18,218
Gibraltar,34,841,"2,119","84,306","144,932",11,291,25,20,218
Åland Islands,248,495,"1,233","65,343","76,436",11,0,36,66,218
Armenia,"4,320","24,637","68,550","30,163","32,313",11,"3,017,661",80,136,218
Qatar,"2,140","34,977","115,634","73,085","132,366",10,"796,186",33,33,227
Trinidad and Tobago,"3,010","21,470","58,497","69,505","91,088",10,"1,323,722",34,54,227
Bahrain,867,"20,344","49,941","38,378","76,371",10,"724,788",65,67,227
Thailand,"118,524","681,076","2,178,398","171,637","197,624",9,"63,002,911",3,5,230
Taiwan,"23,094","485,538","2,294,536","59,675","124,964",9,0,42,42,230
Mauritius,"1,823","11,806","34,362","15,319","38,905",9,"1,241,173",139,114,230
Viet Nam,"108,713","541,622","1,760,614","61,928","67,716",8,"85,028,643",38,76,233
Liechtenstein,208,982,"2,767","125,932","144,475",7,"34,598",13,21,234
Barbados,743,"4,191","9,897","63,223","144,314",7,"291,933",37,23,234
Andorra,189,"1,729","3,664","119,083","129,931",7,"73,483",16,38,234
Montserrat,42,177,654,"27,176","67,861",7,"5,628",93,75,234
Macau,35,"12,173","53,521","159,029","191,102",6,"47,309",4,7,238
Jersey,475,"2,692","7,140","156,770","166,293",5,0,7,13,239
